Date,State,Temperature_2m_max,Temperature_2m_min,Temperature_2m_mean,Precipitation_sum
2010-01-01,Iowa,-15.676,-20.026,-17.911415,0.0
2010-01-02,Iowa,-19.976,-27.976,-23.74475,0.0
2010-01-03,Iowa,-18.126,-25.126,-22.692667,0.0
2010-01-04,Iowa,-18.126,-23.626,-21.834333,0.0
2010-01-05,Iowa,-16.976,-24.175999,-21.58225,0.0
2010-01-06,Iowa,-11.876,-24.726,-19.573917,1.9
2010-01-07,Iowa,-9.976,-13.276,-11.986417,4.899999
2010-01-08,Iowa,-13.776,-18.876,-16.665585,0.0
2010-01-09,Iowa,-18.976,-26.026,-22.409334,0.0
2010-01-10,Iowa,-8.926,-24.876,-19.411417,0.2
2010-01-11,Iowa,-7.026,-10.226,-8.621834,0.0
2010-01-12,Iowa,-7.476,-13.876,-10.778084,0.0
2010-01-13,Iowa,1.374,-7.576,-4.1489167,0.0
2010-01-14,Iowa,1.124,-5.176,-0.9155833,0.0
2010-01-15,Iowa,-1.076,-5.276,-2.9676669,0.0
2010-01-16,Iowa,-2.176,-8.526,-5.40725,0.0
2010-01-17,Iowa,0.324,-2.276,-0.3864167,0.0
2010-01-18,Iowa,-0.676,-3.676,-2.3760002,0.0
2010-01-19,Iowa,-2.526,-6.276,-4.3343334,0.0
2010-01-20,Iowa,-0.87600005,-4.876,-3.259333,7.8999996
2010-01-21,Iowa,0.024,-0.87600005,-0.39058337,2.1000001
2010-01-22,Iowa,0.574,-0.87600005,-0.19683336,0.2
2010-01-23,Iowa,3.024,0.62399995,1.4677497,6.2
2010-01-24,Iowa,2.974,-1.826,0.6573332,1.9000002
2010-01-25,Iowa,-1.526,-7.226,-3.465583,3.6000004
2010-01-26,Iowa,-7.976,-15.026,-12.194751,0.6
2010-01-27,Iowa,-5.826,-14.826,-11.461415,0.2
2010-01-28,Iowa,-8.676,-18.726,-14.882253,0.0
2010-01-29,Iowa,-13.426,-20.575998,-17.332249,0.0
2010-01-30,Iowa,-9.376,-19.026,-15.157249,0.0
2010-01-31,Iowa,-8.576,-19.425999,-14.355164,0.0
2010-02-01,Iowa,-1.9760001,-13.626,-9.432249,0.8
2010-02-02,Iowa,-0.976,-9.226,-5.1572504,2.2000003
2010-02-03,Iowa,-7.126,-12.576,-10.478084,0.0
2010-02-04,Iowa,-0.726,-7.126,-3.6384995,0.0
2010-02-05,Iowa,0.424,-2.826,-1.6697502,1.8000001
2010-02-06,Iowa,0.224,-7.076,-3.8530836,0.0
2010-02-07,Iowa,-3.776,-13.526,-8.876,1.1
2010-02-08,Iowa,-2.776,-10.826,-4.35725,8.1
2010-02-09,Iowa,-5.276,-18.476,-12.45725,5.7
2010-02-10,Iowa,-7.526,-13.426,-10.942665,0.0
2010-02-11,Iowa,-9.126,-21.476,-16.315584,0.0
2010-02-12,Iowa,-5.076,-10.476,-8.311418,0.5
2010-02-13,Iowa,-4.926,-11.326,-8.1135,0.0
2010-02-14,Iowa,-5.526,-9.776,-8.180167,0.4
2010-02-15,Iowa,-5.026,-10.876,-7.896834,0.90000004
2010-02-16,Iowa,-5.276,-8.176,-7.092667,0.0
2010-02-17,Iowa,-5.926,-11.226,-8.948916,0.0
2010-02-18,Iowa,-6.726,-15.276,-11.061417,0.0
2010-02-19,Iowa,-4.526,-12.276,-9.490584,2.7
2010-02-20,Iowa,-1.376,-5.076,-3.3968327,2.1999998
2010-02-21,Iowa,-2.876,-8.376,-5.5572505,0.0
2010-02-22,Iowa,-5.276,-11.076,-8.0635,0.0
2010-02-23,Iowa,-6.776,-12.426,-9.280167,0.0
2010-02-24,Iowa,-10.226,-17.776,-14.417667,0.0
2010-02-25,Iowa,-8.826,-21.425999,-16.405169,0.0
2010-02-26,Iowa,-4.926,-21.175999,-14.03225,0.0
2010-02-27,Iowa,-3.776,-12.426,-9.115584,0.0
2010-02-28,Iowa,-1.326,-10.676,-7.2280827,0.0
2010-03-01,Iowa,-1.276,-6.426,-4.4489164,0.0
2010-03-02,Iowa,-0.326,-9.326,-4.9926667,0.0
2010-03-03,Iowa,-0.176,-10.176,-5.284333,0.0
2010-03-04,Iowa,-1.376,-13.326,-7.1176677,0.0
2010-03-05,Iowa,2.924,-11.626,-4.9634995,0.0
2010-03-06,Iowa,4.474,-3.326,-0.21141672,1.4
2010-03-07,Iowa,3.824,0.87399995,2.43025,6.4
2010-03-08,Iowa,6.374,-0.076000005,1.7219166,0.0
2010-03-09,Iowa,7.524,1.824,3.9219162,2.4
2010-03-10,Iowa,7.124,4.024,5.8552494,3.8
2010-03-11,Iowa,11.924,2.624,6.190666,7.5
2010-03-12,Iowa,8.424,1.624,4.207333,0.3
2010-03-13,Iowa,6.524,1.2739999,4.3448334,2.2
2010-03-14,Iowa,15.474,3.824,8.219833,0.0
2010-03-15,Iowa,15.324,3.724,9.707334,0.0
2010-03-16,Iowa,12.624,2.024,5.7781663,1.1
2010-03-17,Iowa,14.724,2.074,7.0990005,1.6000001
2010-03-18,Iowa,16.024,1.7739999,8.030251,0.0
2010-03-19,Iowa,13.474,1.224,6.340666,1.4000001
2010-03-20,Iowa,2.674,-2.826,-0.30308327,4.1
2010-03-21,Iowa,8.524,-4.276,1.0281665,0.0
2010-03-22,Iowa,12.474,-3.926,3.5989997,0.0
2010-03-23,Iowa,15.674,0.024,6.9198327,0.0
2010-03-24,Iowa,12.974,6.124,8.628166,0.0
2010-03-25,Iowa,9.624,2.024,5.9885826,0.0
2010-03-26,Iowa,10.274,-2.826,2.9698334,0.0
2010-03-27,Iowa,12.474,2.024,6.124,0.2
2010-03-28,Iowa,12.274,1.674,6.7073326,0.5
2010-03-29,Iowa,14.374,-2.126,5.95525,0.0
2010-03-30,Iowa,21.124,7.624,12.409416,0.0
2010-03-31,Iowa,23.024,12.974,17.41775,0.0
2010-04-01,Iowa,26.724,12.674,18.224,0.0
2010-04-02,Iowa,24.074001,13.374,18.390669,7.5
2010-04-03,Iowa,15.774,4.474,10.932332,0.0
2010-04-04,Iowa,16.474,8.924,12.428166,0.0
2010-04-05,Iowa,18.574001,2.574,11.099,4.3
2010-04-06,Iowa,25.474,12.524,16.1365,43.899998
2010-04-07,Iowa,14.724,8.074,9.469833,8.299999
2010-04-08,Iowa,11.324,1.0239999,6.64275,0.6
2010-04-09,Iowa,18.774,-0.47599998,8.451084,0.0
2010-04-10,Iowa,17.024,5.374,12.536499,0.2
2010-04-11,Iowa,19.774,8.824,13.440666,0.3
2010-04-12,Iowa,24.274,9.424,15.586499,0.0
2010-04-13,Iowa,24.874,11.874,18.661497,0.0
2010-04-14,Iowa,25.274,16.224,20.288584,0.0
2010-04-15,Iowa,24.574001,14.524,19.769835,0.5
2010-04-16,Iowa,20.424002,9.974,14.29275,5.7
2010-04-17,Iowa,16.024,4.574,10.38025,0.0
2010-04-18,Iowa,18.224,3.474,11.124,0.0
2010-04-19,Iowa,18.724,6.524,12.571916,0.0
2010-04-20,Iowa,19.274,7.774,13.682332,0.0
2010-04-21,Iowa,20.424002,6.874,14.346916,0.0
2010-04-22,Iowa,20.774,5.224,13.963582,0.0
2010-04-23,Iowa,19.174002,10.974,13.257332,11.300001
2010-04-24,Iowa,20.524,13.174,15.661499,7.100001
2010-04-25,Iowa,16.024,9.624,11.238583,12.199998
2010-04-26,Iowa,11.374,8.674,9.6865,2.3000002
2010-04-27,Iowa,15.374,6.124,10.048999,2.7
2010-04-28,Iowa,19.074001,3.574,11.159417,0.0
2010-04-29,Iowa,25.724,12.774,17.41775,0.0
2010-04-30,Iowa,24.074001,16.824001,19.284414,13.299999
2010-05-01,Iowa,19.624,9.774,15.165668,0.0
2010-05-02,Iowa,21.474,10.424,15.740663,1.0
2010-05-03,Iowa,18.424002,7.774,13.424,0.5
2010-05-04,Iowa,25.674002,9.924,16.678167,0.0
2010-05-05,Iowa,23.324001,8.774,14.955251,10.099999
2010-05-06,Iowa,17.074001,4.924,11.486499,0.5
2010-05-07,Iowa,15.974,9.224,11.948998,11.400001
2010-05-08,Iowa,11.974,4.724,7.978166,0.0
2010-05-09,Iowa,15.324,1.224,8.369834,0.0
2010-05-10,Iowa,14.324,9.174,11.251083,2.1999998
2010-05-11,Iowa,11.774,8.224,9.492749,25.500002
2010-05-12,Iowa,11.674,7.024,9.094833,8.799999
2010-05-13,Iowa,15.874,10.674,12.98233,19.099998
2010-05-14,Iowa,18.824001,6.324,12.090665,0.0
2010-05-15,Iowa,20.724,7.224,14.3864975,0.0
2010-05-16,Iowa,19.224,9.974,13.892749,0.5
2010-05-17,Iowa,20.174002,10.474,14.71775,1.8
2010-05-18,Iowa,21.524,7.424,15.436497,0.0
2010-05-19,Iowa,22.374,8.624,16.282335,0.0
2010-05-20,Iowa,20.374,12.574,15.894833,3.5000002
2010-05-21,Iowa,19.274,13.424,15.336495,1.4000001
2010-05-22,Iowa,27.324001,12.324,18.813583,0.2
2010-05-23,Iowa,27.724,21.024,24.888586,0.0
2010-05-24,Iowa,30.824001,20.524,25.48233,0.0
2010-05-25,Iowa,28.424002,20.124,23.909418,10.3
2010-05-26,Iowa,25.674002,18.224,21.301083,14.5
2010-05-27,Iowa,26.124,15.274,21.0115,0.2
2010-05-28,Iowa,26.424002,12.624,20.028166,0.0
2010-05-29,Iowa,27.374,12.974,21.044832,0.0
2010-05-30,Iowa,28.724,18.274,23.705254,0.3
2010-05-31,Iowa,25.374,15.224,20.588581,10.1
2010-06-01,Iowa,28.024,14.674,21.073997,0.0
2010-06-02,Iowa,25.924002,18.324001,21.663588,34.6
2010-06-03,Iowa,24.674002,14.574,19.61775,0.0
2010-06-04,Iowa,29.174002,18.724,23.203169,11.7
2010-06-05,Iowa,28.024,20.824001,23.890669,28.7
2010-06-06,Iowa,25.374,13.024,19.474,0.0
2010-06-07,Iowa,23.874,13.924,19.148996,0.0
2010-06-08,Iowa,24.974,17.474,19.74275,48.100002
2010-06-09,Iowa,26.574001,16.474,21.619833,2.9
2010-06-10,Iowa,24.774,16.174002,20.053165,5.6
2010-06-11,Iowa,30.124,20.774,24.024,1.0
2010-06-12,Iowa,26.974,20.224,23.574,1.5000001
2010-06-13,Iowa,25.774,19.024,21.548998,18.099998
2010-06-14,Iowa,25.124,18.324001,20.713583,6.2
2010-06-15,Iowa,24.524,17.074001,21.051083,3.3
2010-06-16,Iowa,26.924002,14.124,20.619833,0.0
2010-06-17,Iowa,29.774,18.274,24.001083,0.0
2010-06-18,Iowa,29.224,20.674002,24.469831,22.3
2010-06-19,Iowa,27.774,17.624,23.061499,0.5
2010-06-20,Iowa,27.824001,19.224,23.073997,1.3000001
2010-06-21,Iowa,27.224,21.074001,23.705252,6.2999997
2010-06-22,Iowa,31.274,19.524,24.532333,0.2
2010-06-23,Iowa,30.174002,23.224,26.657333,31.300001
2010-06-24,Iowa,26.124,16.574001,21.761503,0.0
2010-06-25,Iowa,28.474,17.674002,22.809416,0.0
2010-06-26,Iowa,32.073997,23.074001,27.211496,0.3
2010-06-27,Iowa,30.424002,23.574001,25.882332,3.6000001
2010-06-28,Iowa,25.524,17.724,21.940666,0.0
2010-06-29,Iowa,23.374,13.474,19.184418,0.0
2010-06-30,Iowa,24.724,13.124,19.2365,0.0
2010-07-01,Iowa,26.174002,16.174002,21.094831,0.0
2010-07-02,Iowa,27.274,16.424002,21.790667,0.0
2010-07-03,Iowa,29.224,18.524,23.442749,0.0
2010-07-04,Iowa,28.124,22.374,24.138582,22.7
2010-07-05,Iowa,26.674002,21.074001,23.228167,51.600002
2010-07-06,Iowa,27.924002,20.924002,23.80525,7.6999993
2010-07-07,Iowa,27.274,21.624,24.21775,1.2
2010-07-08,Iowa,26.374,19.524,23.165665,0.8
2010-07-09,Iowa,27.474,17.424002,22.901083,0.0
2010-07-10,Iowa,27.324001,17.174002,22.819834,0.0
2010-07-11,Iowa,25.874,19.224,21.807333,14.1
2010-07-12,Iowa,25.574001,17.824001,21.569834,8.5
2010-07-13,Iowa,28.324001,17.774,22.269835,2.9
2010-07-14,Iowa,32.974,23.074001,26.932333,0.0
2010-07-15,Iowa,31.724,22.624,25.79275,9.5
2010-07-16,Iowa,29.474,18.124,23.740664,0.0
2010-07-17,Iowa,31.724,21.924002,26.476084,0.0
2010-07-18,Iowa,30.674002,22.474,26.10108,12.5
2010-07-19,Iowa,26.924002,17.974,22.163584,2.0000002
2010-07-20,Iowa,27.474,19.474,22.91775,11.8
2010-07-21,Iowa,27.374,20.024,24.04275,0.5
2010-07-22,Iowa,30.774,22.624,26.017752,3.3999999
2010-07-23,Iowa,29.124,24.274,26.682335,53.7
2010-07-24,Iowa,28.224,24.324001,26.021917,19.7
2010-07-25,Iowa,26.924002,18.024,22.903168,0.0
2010-07-26,Iowa,28.124,19.174002,23.436499,0.3
2010-07-27,Iowa,30.474,21.674002,25.499002,0.2
2010-07-28,Iowa,28.724,23.974,26.205246,0.3
2010-07-29,Iowa,26.224,16.924002,21.944834,0.0
2010-07-30,Iowa,25.324001,20.724,22.407333,41.399998
2010-07-31,Iowa,28.074001,21.324001,23.698997,1.9000001
2010-08-01,Iowa,28.574001,18.974,24.184418,0.0
2010-08-02,Iowa,28.024,21.624,24.280249,3.8
2010-08-03,Iowa,29.124,22.674002,25.676085,64.7
2010-08-04,Iowa,28.624,22.774,25.557333,7.8
2010-08-05,Iowa,27.524,19.924002,23.563583,0.0
2010-08-06,Iowa,26.774,16.324001,21.882334,0.0
2010-08-07,Iowa,28.524,19.724,23.501083,0.0
2010-08-08,Iowa,30.824001,23.074001,25.967745,3.3000002
2010-08-09,Iowa,30.924002,23.274,27.594835,11.000001
2010-08-10,Iowa,31.124,23.524,26.659416,35.699997
2010-08-11,Iowa,31.424002,23.474,27.569834,0.7
2010-08-12,Iowa,31.824001,22.924002,27.557333,0.0
2010-08-13,Iowa,31.224,25.024,27.580252,0.0
2010-08-14,Iowa,29.174002,23.224,25.878166,5.1
2010-08-15,Iowa,28.174002,18.274,22.961496,0.0
2010-08-16,Iowa,26.124,15.424,20.915667,0.0
2010-08-17,Iowa,24.974,19.074001,20.367748,17.000002
2010-08-18,Iowa,25.374,16.224,19.99275,0.0
2010-08-19,Iowa,28.724,18.124,22.890669,0.0
2010-08-20,Iowa,28.724,21.174002,25.319834,16.2
2010-08-21,Iowa,29.324001,19.874,23.769835,19.800001
2010-08-22,Iowa,29.524,20.724,25.03025,0.0
2010-08-23,Iowa,28.174002,19.124,23.978165,0.0
2010-08-24,Iowa,26.574001,19.224,21.499,0.6
2010-08-25,Iowa,23.324001,12.974,18.507332,0.0
2010-08-26,Iowa,24.424002,11.824,17.851084,0.0
2010-08-27,Iowa,26.824001,17.624,21.813581,0.0
2010-08-28,Iowa,27.324001,16.574001,21.719833,0.0
2010-08-29,Iowa,29.324001,18.974,23.424002,0.6
2010-08-30,Iowa,27.424002,21.524,25.017754,0.1
2010-08-31,Iowa,28.774,23.324001,25.207335,6.2000003
2010-09-01,Iowa,28.024,21.124,23.536499,33.1
2010-09-02,Iowa,24.274,18.924002,21.221914,1.9
2010-09-03,Iowa,19.574001,14.074,17.08025,0.0
2010-09-04,Iowa,19.674002,9.974,14.884416,0.0
2010-09-05,Iowa,24.524,13.824,17.842749,0.0
2010-09-06,Iowa,26.924002,19.324001,22.038584,0.1
2010-09-07,Iowa,26.724,14.574,18.288584,2.0
2010-09-08,Iowa,21.274,9.924,15.632332,0.0
2010-09-09,Iowa,21.874,14.674,17.613583,0.0
2010-09-10,Iowa,23.124,14.724,18.36775,0.1
2010-09-11,Iowa,22.574001,16.424002,19.49275,1.2
2010-09-12,Iowa,27.074001,14.324,19.50525,0.0
2010-09-13,Iowa,25.024,14.624,20.359417,0.0
2010-09-14,Iowa,23.574001,15.324,19.371918,0.4
2010-09-15,Iowa,25.424002,16.324001,20.501085,0.8
2010-09-16,Iowa,22.824001,13.824,17.309416,3.0
2010-09-17,Iowa,25.274,11.974,16.780249,0.0
2010-09-18,Iowa,23.724,13.274,17.107332,12.8
2010-09-19,Iowa,15.524,10.374,12.684415,21.3
2010-09-20,Iowa,29.374,14.074,19.186499,0.0
2010-09-21,Iowa,26.724,20.624,23.063583,11.900001
2010-09-22,Iowa,24.424002,18.224,20.330252,0.4
2010-09-23,Iowa,25.224,22.174002,23.41983,5.6000004
2010-09-24,Iowa,22.724,13.274,17.138584,11.5
2010-09-25,Iowa,17.024,10.124,12.34275,6.9
2010-09-26,Iowa,17.224,6.524,11.378167,0.0
2010-09-27,Iowa,19.274,5.724,12.142751,0.0
2010-09-28,Iowa,20.424002,14.074,16.457335,0.0
2010-09-29,Iowa,24.874,11.074,16.582335,0.0
2010-09-30,Iowa,22.424002,12.124,17.436499,0.0
2010-10-01,Iowa,22.224,8.924,15.126082,0.0
2010-10-02,Iowa,18.674002,7.624,12.140666,0.1
2010-10-03,Iowa,12.974,3.124,8.246917,0.0
2010-10-04,Iowa,15.424,3.424,9.1365,0.0
2010-10-05,Iowa,19.224,5.424,11.415666,0.0
2010-10-06,Iowa,23.074001,10.024,14.992749,0.0
2010-10-07,Iowa,21.324001,7.124,14.563582,0.0
2010-10-08,Iowa,26.024,10.124,15.882333,0.0
2010-10-09,Iowa,26.774,14.574,20.311499,0.0
2010-10-10,Iowa,24.274,12.374,18.51775,0.0
2010-10-11,Iowa,20.924002,12.424,16.815664,0.0
2010-10-12,Iowa,25.124,12.024,16.921915,1.9
2010-10-13,Iowa,19.474,9.974,14.919833,0.0
2010-10-14,Iowa,20.574001,5.074,12.332333,0.0
2010-10-15,Iowa,17.024,6.924,12.613583,0.0
2010-10-16,Iowa,21.674002,9.624,13.957333,0.0
2010-10-17,Iowa,17.324001,6.624,12.338582,0.0
2010-10-18,Iowa,15.174,7.974,11.176082,0.0
2010-10-19,Iowa,16.474,2.774,9.213584,0.0
2010-10-20,Iowa,20.174002,6.574,11.886501,0.0
2010-10-21,Iowa,17.224,5.574,11.44275,0.0
2010-10-22,Iowa,20.424002,4.774,10.859417,0.0
2010-10-23,Iowa,21.874,14.224,16.923998,9.2
2010-10-24,Iowa,19.524,15.824,17.413584,2.4
2010-10-25,Iowa,20.874,10.774,15.559417,0.0
2010-10-26,Iowa,19.774,7.974,13.146918,12.200001
2010-10-27,Iowa,13.124,6.774,10.946916,0.0
2010-10-28,Iowa,7.874,3.574,5.094834,0.0
2010-10-29,Iowa,14.074,-2.276,4.4094167,0.0
2010-10-30,Iowa,17.724,8.924,11.894833,0.0
2010-10-31,Iowa,12.224,3.224,7.1927495,0.0
2010-11-01,Iowa,11.724,1.674,6.51775,0.0
2010-11-02,Iowa,12.024,0.424,5.740667,0.0
2010-11-03,Iowa,15.174,5.124,8.844833,0.0
2010-11-04,Iowa,11.074,4.824,7.3094172,0.0
2010-11-05,Iowa,7.574,-1.876,2.7552502,0.0
2010-11-06,Iowa,12.124,-1.276,3.6469166,0.0
2010-11-07,Iowa,18.374,5.924,10.240666,0.0
2010-11-08,Iowa,18.824001,8.724,12.846916,0.0
2010-11-09,Iowa,19.874,8.224,12.919833,0.0
2010-11-10,Iowa,19.874,10.624,14.601083,1.4
2010-11-11,Iowa,16.024,2.324,8.696916,0.2
2010-11-12,Iowa,9.374,5.224,6.5698333,13.000001
2010-11-13,Iowa,10.924,2.324,5.474001,21.900002
2010-11-14,Iowa,6.624,-1.176,2.4969165,0.0
2010-11-15,Iowa,9.974,-0.526,3.2469168,0.0
2010-11-16,Iowa,8.224,-0.926,3.3114998,0.0
2010-11-17,Iowa,6.524,0.324,3.2073336,0.0
2010-11-18,Iowa,3.374,-1.276,1.0052499,0.0
2010-11-19,Iowa,9.774,-0.076000005,3.209417,0.0
2010-11-20,Iowa,5.224,-3.376,0.65525,0.0
2010-11-21,Iowa,11.624,3.074,6.792751,1.7
2010-11-22,Iowa,5.924,1.074,3.4073334,2.0
2010-11-23,Iowa,-0.076000005,-7.826,-3.9489167,0.0
2010-11-24,Iowa,1.674,-4.976,-2.4676666,3.4999998
2010-11-25,Iowa,1.974,-8.276,-3.5426662,0.1
2010-11-26,Iowa,3.874,-7.376,-3.6072495,0.0
2010-11-27,Iowa,3.774,-4.276,-0.6510002,0.0
2010-11-28,Iowa,10.224,-1.026,2.5094168,0.0
2010-11-29,Iowa,8.524,4.974,6.834416,1.8000001
2010-11-30,Iowa,8.524,-3.276,-1.11975,2.1
2010-12-01,Iowa,-2.076,-6.626,-4.6384997,0.0
2010-12-02,Iowa,1.874,-5.826,-3.0947497,0.0
2010-12-03,Iowa,-1.9760001,-7.726,-5.1072493,0.1
2010-12-04,Iowa,-2.376,-4.076,-2.8364165,1.8000002
2010-12-05,Iowa,-4.426,-9.576,-7.165584,0.0
2010-12-06,Iowa,-4.126,-8.276,-6.605167,0.0
2010-12-07,Iowa,-4.926,-12.026,-8.490583,0.0
2010-12-08,Iowa,-3.326,-10.876,-7.855167,0.0
2010-12-09,Iowa,4.224,-6.676,-2.8489163,0.0
2010-12-10,Iowa,5.524,-4.276,-0.17391653,0.0
2010-12-11,Iowa,3.724,-4.476,1.2990004,2.7
2010-12-12,Iowa,-2.426,-16.425999,-10.373918,6.3999996
2010-12-13,Iowa,-14.726,-20.575998,-17.984333,0.0
2010-12-14,Iowa,-8.776,-18.675999,-14.711415,0.0
2010-12-15,Iowa,-4.726,-9.176,-7.417667,0.0
2010-12-16,Iowa,-5.626,-7.576,-6.603084,4.2000003
2010-12-17,Iowa,-6.676,-13.226,-9.371834,0.0
2010-12-18,Iowa,-7.476,-13.026,-9.428084,0.0
2010-12-19,Iowa,-7.676,-18.776,-13.967667,0.0
2010-12-20,Iowa,-0.026,-9.776,-5.1780834,2.3
2010-12-21,Iowa,0.124000005,-7.926,-2.5218332,0.0
2010-12-22,Iowa,-0.976,-10.526,-5.6530833,0.0
2010-12-23,Iowa,-1.326,-5.776,-3.3822505,0.0
2010-12-24,Iowa,-2.526,-3.676,-3.2176664,8.4
2010-12-25,Iowa,-3.826,-7.826,-5.7010007,0.6
2010-12-26,Iowa,-8.226,-11.176,-9.836418,0.0
2010-12-27,Iowa,-7.826,-12.726,-10.651,0.0
2010-12-28,Iowa,-5.826,-11.426,-8.34475,0.0
2010-12-29,Iowa,1.674,-7.926,-2.9280832,0.0
2010-12-30,Iowa,11.874,1.674,5.553167,0.3
2010-12-31,Iowa,11.424,-7.476,-1.7301669,0.70000005
2011-01-01,Iowa,-2.976,-14.276,-10.938499,0.0
2011-01-02,Iowa,0.474,-12.926,-9.01975,0.0
2011-01-03,Iowa,2.374,-6.476,-3.190583,0.0
2011-01-04,Iowa,-0.976,-11.176,-6.3239174,0.0
2011-01-05,Iowa,2.924,-7.976,-4.1947494,0.0
2011-01-06,Iowa,-0.87600005,-6.426,-3.8447502,0.5
2011-01-07,Iowa,-2.226,-7.476,-4.1093335,1.1
2011-01-08,Iowa,-6.926,-13.526,-10.786416,0.0
2011-01-09,Iowa,-4.476,-14.326,-10.423918,0.0
2011-01-10,Iowa,-3.476,-5.276,-4.6885,3.4000003
2011-01-11,Iowa,-4.826,-6.826,-5.6801667,6.4000006
2011-01-12,Iowa,-7.726,-10.826,-9.546833,0.0
2011-01-13,Iowa,-10.226,-16.226,-13.096833,0.0
2011-01-14,Iowa,-8.976,-17.726,-13.126,0.1
2011-01-15,Iowa,-6.726,-11.176,-9.176,0.0
2011-01-16,Iowa,-10.126,-15.426,-12.111417,0.0
2011-01-17,Iowa,0.87399995,-10.526,-4.7885,5.9999995
2011-01-18,Iowa,-0.026,-10.876,-6.6926675,0.0
2011-01-19,Iowa,-11.226,-19.376,-14.994751,0.4
2011-01-20,Iowa,-10.826,-14.976,-13.905167,0.0
2011-01-21,Iowa,-16.026,-27.976,-21.898918,0.5
2011-01-22,Iowa,-9.526,-18.476,-13.328083,0.0
2011-01-23,Iowa,-12.676,-19.876,-15.323917,0.0
2011-01-24,Iowa,-4.526,-16.226,-11.076001,0.0
2011-01-25,Iowa,-3.826,-9.726,-6.2051673,0.0
2011-01-26,Iowa,-5.876,-14.476,-9.973918,0.0
2011-01-27,Iowa,-0.62600005,-8.326,-5.453083,0.0
2011-01-28,Iowa,-0.076000005,-4.426,-2.9280832,0.0
2011-01-29,Iowa,-0.57600003,-4.826,-2.1239169,0.0
2011-01-30,Iowa,-3.776,-11.776,-8.251,0.0
2011-01-31,Iowa,-3.576,-6.776,-5.246834,2.3
2011-02-01,Iowa,-6.876,-11.676,-9.813499,5.6
2011-02-02,Iowa,-9.926,-16.526,-13.536418,10.900001
2011-02-03,Iowa,-12.276,-24.126,-19.442667,0.0
2011-02-04,Iowa,-6.576,-14.376,-11.892667,0.0
2011-02-05,Iowa,-5.976,-14.126,-10.013499,0.0
2011-02-06,Iowa,-0.57600003,-7.476,-5.3509994,1.3000001
2011-02-07,Iowa,-2.526,-12.626,-8.165584,0.0
2011-02-08,Iowa,-13.876,-23.726,-20.315584,0.0
2011-02-09,Iowa,-14.926,-19.776,-18.184334,0.0
2011-02-10,Iowa,-7.976,-27.075998,-19.080168,0.0
2011-02-11,Iowa,-0.026,-16.175999,-9.463501,0.0
2011-02-12,Iowa,1.924,-6.676,-2.1509998,0.0
2011-02-13,Iowa,4.624,-0.176,1.5823332,0.0
2011-02-14,Iowa,4.824,1.174,3.007333,0.0
2011-02-15,Iowa,6.324,-3.176,0.16566676,0.0
2011-02-16,Iowa,9.474,0.124000005,3.5135834,0.0
2011-02-17,Iowa,19.924002,8.174,12.838585,0.0
2011-02-18,Iowa,14.924,-1.9760001,5.2385836,0.0
2011-02-19,Iowa,7.074,-5.876,0.14899987,0.0
2011-02-20,Iowa,7.674,1.874,3.859417,24.000002
2011-02-21,Iowa,7.224,-2.876,0.7135834,7.4999995
2011-02-22,Iowa,0.92399997,-5.076,-2.940583,0.0
2011-02-23,Iowa,3.874,-5.176,-1.7530837,0.90000004
2011-02-24,Iowa,1.174,-5.176,-2.442667,0.0
2011-02-25,Iowa,-2.276,-8.926,-4.9843335,1.2
2011-02-26,Iowa,-4.226,-11.726,-8.744751,1.2
2011-02-27,Iowa,1.7739999,-7.376,-3.8843327,0.0
2011-02-28,Iowa,2.524,-8.876,-2.9614165,0.0
2011-03-01,Iowa,9.774,-5.526,-0.16766612,0.0
2011-03-02,Iowa,6.074,-11.226,-4.803083,0.0
2011-03-03,Iowa,10.324,-3.076,1.3573332,0.0
2011-03-04,Iowa,8.074,1.974,4.3823333,3.0000002
2011-03-05,Iowa,2.524,-3.776,-1.3447503,1.1
2011-03-06,Iowa,2.674,-6.826,-2.815583,0.0
2011-03-07,Iowa,4.424,-2.976,0.16983335,0.1
2011-03-08,Iowa,7.924,-2.376,1.5656667,0.7
2011-03-09,Iowa,4.224,0.374,1.8177501,10.700001
2011-03-10,Iowa,2.574,-3.376,-0.14683332,0.0
2011-03-11,Iowa,13.374,-5.526,0.9865,0.0
2011-03-12,Iowa,10.324,-2.776,3.1406667,0.0
2011-03-13,Iowa,2.774,-7.326,-2.9989164,0.0
2011-03-14,Iowa,7.874,-4.476,0.67191654,0.0
2011-03-15,Iowa,12.124,-4.826,2.1844168,0.0
2011-03-16,Iowa,16.924002,-2.476,6.0344167,0.0
2011-03-17,Iowa,18.774,11.124,13.921916,0.3
2011-03-18,Iowa,14.774,1.324,7.109417,0.0
2011-03-19,Iowa,12.874,-2.226,4.7844167,0.0
2011-03-20,Iowa,19.074001,7.024,10.58025,22.0
2011-03-21,Iowa,15.774,3.274,9.5865,0.6
2011-03-22,Iowa,17.374,8.724,11.488583,10.6
2011-03-23,Iowa,12.424,2.024,7.036499,26.199999
2011-03-24,Iowa,4.374,-4.976,-0.7780833,0.0
2011-03-25,Iowa,4.374,-1.026,1.1448334,0.0
2011-03-26,Iowa,3.774,-3.676,0.48650002,0.0
2011-03-27,Iowa,3.924,-4.576,-0.9635002,0.0
2011-03-28,Iowa,4.974,-4.276,0.37399992,0.0
