Commodity,Country,weeklyExports,grossNewSales,Date
Corn,ITALY,0,0,2013-08-22
Corn,TURKEY,0,0,2013-08-22
Corn,SYRIA,0,0,2013-08-22
Corn,ISRAEL,0,0,2013-08-22
Corn,SAUDI ARABIA,0,0,2013-08-22
Corn,UNITED ARAB EMIRATES,0,0,2013-08-22
Corn,OMAN,0,0,2013-08-22
Corn,THAILAND,0,0,2013-08-22
Corn,VIETNAM,0,0,2013-08-22
Corn,MALAYSIA,0,0,2013-08-22
Corn,SINGAPORE,0,0,2013-08-22
Corn,INDONESIA,0,0,2013-08-22
Corn,PHILIPPINES,165,0,2013-08-22
Corn,"CHINA, PEOPLES REPUBLIC OF",0,0,2013-08-22
Corn,"KOREA, REPUBLIC OF",1613,420,2013-08-22
Corn,HONG KONG,373,267,2013-08-22
Corn,TAIWAN,9824,3070,2013-08-22
Corn,JAPAN,181527,84,2013-08-22
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-08-22
Corn,MOROCCO,0,0,2013-08-22
Corn,ALGERIA,0,0,2013-08-22
Corn,TUNISIA,0,0,2013-08-22
Corn,EGYPT,0,0,2013-08-22
Corn,UNKNOWN,0,0,2013-08-22
Corn,CANADA,3348,1384,2013-08-29
Corn,MEXICO,174788,20176,2013-08-29
Corn,GUATEMALA,0,0,2013-08-29
Corn,EL SALVADOR,6007,507,2013-08-29
Corn,HONDURAS,0,0,2013-08-29
Corn,NICARAGUA,0,0,2013-08-29
Corn,COSTA RICA,19071,1171,2013-08-29
Corn,PANAMA,0,0,2013-08-29
Corn,CUBA,25000,0,2013-08-29
Corn,JAMAICA,0,0,2013-08-29
Corn,HAITI,0,0,2013-08-29
Corn,DOMINICAN REPUBLIC,0,0,2013-08-29
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-08-29
Corn,BARBADOS,0,0,2013-08-29
Corn,TRINIDAD AND TOBAGO,7200,0,2013-08-29
Corn,FRENCH WEST INDIES,0,0,2013-08-29
Corn,COLOMBIA,0,0,2013-08-29
Corn,VENEZUELA,0,0,2013-08-29
Corn,GUYANA,0,0,2013-08-29
Corn,SURINAM,0,0,2013-08-29
Corn,ECUADOR,0,0,2013-08-29
Corn,PERU,0,0,2013-08-29
Corn,BRAZIL,0,0,2013-08-29
Corn,UNITED KINGDOM,0,0,2013-08-29
Corn,SWITZERLAND,0,0,2013-08-29
Corn,SPAIN,0,0,2013-08-29
Corn,ITALY,0,0,2013-08-29
Corn,TURKEY,0,0,2013-08-29
Corn,SYRIA,0,0,2013-08-29
Corn,LEBANON,0,0,2013-08-29
Corn,ISRAEL,0,0,2013-08-29
Corn,JORDAN,0,0,2013-08-29
Corn,SAUDI ARABIA,0,0,2013-08-29
Corn,UNITED ARAB EMIRATES,0,0,2013-08-29
Corn,OMAN,0,0,2013-08-29
Corn,THAILAND,0,0,2013-08-29
Corn,VIETNAM,0,0,2013-08-29
Corn,MALAYSIA,0,0,2013-08-29
Corn,INDONESIA,0,0,2013-08-29
Corn,PHILIPPINES,0,0,2013-08-29
Corn,"CHINA, PEOPLES REPUBLIC OF",0,0,2013-08-29
Corn,"KOREA, REPUBLIC OF",0,0,2013-08-29
Corn,HONG KONG,325,267,2013-08-29
Corn,TAIWAN,33291,3942,2013-08-29
Corn,JAPAN,102384,1922,2013-08-29
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-08-29
Corn,MOROCCO,0,0,2013-08-29
Corn,TUNISIA,0,0,2013-08-29
Corn,EGYPT,0,0,2013-08-29
Corn,UNKNOWN,0,1900,2013-08-29
Corn,CANADA,0,0,2013-09-05
Corn,MEXICO,11110,356,2013-09-05
Corn,GUATEMALA,0,0,2013-09-05
Corn,EL SALVADOR,0,0,2013-09-05
Corn,HONDURAS,0,0,2013-09-05
Corn,NICARAGUA,0,0,2013-09-05
Corn,COSTA RICA,0,0,2013-09-05
Corn,PANAMA,0,0,2013-09-05
Corn,CUBA,0,0,2013-09-05
Corn,JAMAICA,4728,428,2013-09-05
Corn,HAITI,0,0,2013-09-05
Corn,DOMINICAN REPUBLIC,0,0,2013-09-05
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-09-05
Corn,BARBADOS,0,0,2013-09-05
Corn,TRINIDAD AND TOBAGO,0,0,2013-09-05
Corn,FRENCH WEST INDIES,0,0,2013-09-05
Corn,COLOMBIA,0,0,2013-09-05
Corn,VENEZUELA,0,0,2013-09-05
Corn,GUYANA,0,0,2013-09-05
Corn,SURINAM,0,0,2013-09-05
Corn,BRAZIL,0,0,2013-09-05
Corn,UNITED KINGDOM,0,0,2013-09-05
Corn,SPAIN,0,0,2013-09-05
Corn,ITALY,0,0,2013-09-05
Corn,SAUDI ARABIA,0,0,2013-09-05
Corn,UNITED ARAB EMIRATES,0,0,2013-09-05
Corn,OMAN,0,0,2013-09-05
Corn,THAILAND,0,0,2013-09-05
Corn,MALAYSIA,0,0,2013-09-05
Corn,INDONESIA,0,0,2013-09-05
Corn,PHILIPPINES,0,0,2013-09-05
Corn,"CHINA, PEOPLES REPUBLIC OF",0,0,2013-09-05
Corn,"KOREA, REPUBLIC OF",0,0,2013-09-05
Corn,HONG KONG,107,110,2013-09-05
Corn,TAIWAN,2193,0,2013-09-05
Corn,JAPAN,46538,0,2013-09-05
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-09-05
Corn,MOROCCO,0,0,2013-09-05
Corn,UNKNOWN,0,0,2013-09-05
Corn,CANADA,2670,18943,2013-09-05
Corn,MEXICO,54839,308303,2013-09-05
Corn,GUATEMALA,12245,11174,2013-09-05
Corn,EL SALVADOR,7929,12000,2013-09-05
Corn,HONDURAS,0,850,2013-09-05
Corn,NICARAGUA,0,0,2013-09-05
Corn,COSTA RICA,3423,29800,2013-09-05
Corn,PANAMA,0,27800,2013-09-05
Corn,JAMAICA,0,0,2013-09-05
Corn,DOMINICAN REPUBLIC,0,1000,2013-09-05
Corn,LEEWARD-WINDWARD ISLANDS,850,150,2013-09-05
Corn,BARBADOS,0,350,2013-09-05
Corn,TRINIDAD AND TOBAGO,0,0,2013-09-05
Corn,FRENCH WEST INDIES,0,0,2013-09-05
Corn,COLOMBIA,0,31000,2013-09-05
Corn,VENEZUELA,10000,26000,2013-09-05
Corn,PERU,0,30000,2013-09-05
Corn,UNITED KINGDOM,0,171,2013-09-05
Corn,SAUDI ARABIA,0,25,2013-09-05
Corn,UNITED ARAB EMIRATES,0,44,2013-09-05
Corn,MALAYSIA,0,600,2013-09-05
Corn,PHILIPPINES,0,1175,2013-09-05
Corn,"CHINA, PEOPLES REPUBLIC OF",0,129015,2013-09-05
Corn,"KOREA, REPUBLIC OF",617,3980,2013-09-05
Corn,HONG KONG,120,1624,2013-09-05
Corn,TAIWAN,622,71689,2013-09-05
Corn,JAPAN,77744,343927,2013-09-05
Corn,"OTHER PACIFIC ISLANDS, NEC",100,100,2013-09-05
Corn,UNKNOWN,0,164955,2013-09-05
Corn,CANADA,2479,2138,2013-09-12
Corn,MEXICO,196397,108218,2013-09-12
Corn,GUATEMALA,0,0,2013-09-12
Corn,EL SALVADOR,0,0,2013-09-12
Corn,HONDURAS,16568,0,2013-09-12
Corn,NICARAGUA,0,0,2013-09-12
Corn,COSTA RICA,0,0,2013-09-12
Corn,PANAMA,17115,215,2013-09-12
Corn,CUBA,0,0,2013-09-12
Corn,JAMAICA,0,2500,2013-09-12
Corn,DOMINICAN REPUBLIC,26400,2400,2013-09-12
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-09-12
Corn,BARBADOS,4988,638,2013-09-12
Corn,TRINIDAD AND TOBAGO,6034,400,2013-09-12
Corn,FRENCH WEST INDIES,0,400,2013-09-12
Corn,COLOMBIA,13570,29070,2013-09-12
Corn,VENEZUELA,66999,0,2013-09-12
Corn,ECUADOR,0,0,2013-09-12
Corn,PERU,0,40000,2013-09-12
Corn,UNITED KINGDOM,0,0,2013-09-12
Corn,SWITZERLAND,0,0,2013-09-12
Corn,SPAIN,0,0,2013-09-12
Corn,TURKEY,0,0,2013-09-12
Corn,SYRIA,0,0,2013-09-12
Corn,LEBANON,0,0,2013-09-12
Corn,ISRAEL,0,0,2013-09-12
Corn,SAUDI ARABIA,0,0,2013-09-12
Corn,UNITED ARAB EMIRATES,0,0,2013-09-12
Corn,OMAN,0,0,2013-09-12
Corn,THAILAND,0,0,2013-09-12
Corn,VIETNAM,0,0,2013-09-12
Corn,MALAYSIA,0,0,2013-09-12
Corn,INDONESIA,0,0,2013-09-12
Corn,PHILIPPINES,0,0,2013-09-12
Corn,"CHINA, PEOPLES REPUBLIC OF",60000,9500,2013-09-12
Corn,"KOREA, REPUBLIC OF",803,1000,2013-09-12
Corn,HONG KONG,557,1459,2013-09-12
Corn,TAIWAN,2611,35916,2013-09-12
Corn,JAPAN,104288,54692,2013-09-12
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-09-12
Corn,MOROCCO,0,0,2013-09-12
Corn,TUNISIA,0,0,2013-09-12
Corn,EGYPT,0,0,2013-09-12
Corn,UNKNOWN,0,174205,2013-09-12
Corn,CANADA,2372,825,2013-09-19
Corn,MEXICO,189630,390813,2013-09-19
Corn,GUATEMALA,17650,13500,2013-09-19
Corn,EL SALVADOR,12304,3822,2013-09-19
Corn,HONDURAS,0,14351,2013-09-19
Corn,NICARAGUA,0,0,2013-09-19
Corn,COSTA RICA,0,6500,2013-09-19
Corn,PANAMA,0,0,2013-09-19
Corn,CUBA,0,0,2013-09-19
Corn,JAMAICA,14628,329,2013-09-19
Corn,DOMINICAN REPUBLIC,0,500,2013-09-19
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-09-19
Corn,BARBADOS,0,0,2013-09-19
Corn,TRINIDAD AND TOBAGO,0,0,2013-09-19
Corn,FRENCH WEST INDIES,0,500,2013-09-19
Corn,COLOMBIA,16000,27000,2013-09-19
Corn,VENEZUELA,36538,259,2013-09-19
Corn,ECUADOR,0,0,2013-09-19
Corn,PERU,0,0,2013-09-19
Corn,UNITED KINGDOM,19,0,2013-09-19
Corn,IRELAND,0,0,2013-09-19
Corn,SWITZERLAND,0,0,2013-09-19
Corn,SPAIN,0,0,2013-09-19
Corn,TURKEY,0,0,2013-09-19
Corn,SYRIA,0,0,2013-09-19
Corn,LEBANON,0,0,2013-09-19
Corn,ISRAEL,0,0,2013-09-19
Corn,SAUDI ARABIA,0,0,2013-09-19
Corn,UNITED ARAB EMIRATES,0,0,2013-09-19
Corn,OMAN,0,0,2013-09-19
Corn,THAILAND,0,0,2013-09-19
Corn,VIETNAM,0,2100,2013-09-19
Corn,MALAYSIA,326,0,2013-09-19
Corn,INDONESIA,0,0,2013-09-19
Corn,PHILIPPINES,267,0,2013-09-19
Corn,"CHINA, PEOPLES REPUBLIC OF",118559,75509,2013-09-19
Corn,"KOREA, REPUBLIC OF",60,0,2013-09-19
Corn,HONG KONG,192,596,2013-09-19
Corn,TAIWAN,6938,10750,2013-09-19
Corn,JAPAN,63649,11985,2013-09-19
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-09-19
Corn,MOROCCO,0,0,2013-09-19
Corn,ALGERIA,0,0,2013-09-19
Corn,TUNISIA,0,0,2013-09-19
Corn,LIBYA,0,0,2013-09-19
Corn,EGYPT,0,0,2013-09-19
Corn,UNKNOWN,0,100092,2013-09-19
Corn,CANADA,3689,725,2013-09-26
Corn,MEXICO,158836,283736,2013-09-26
Corn,GUATEMALA,31583,1583,2013-09-26
Corn,EL SALVADOR,0,5500,2013-09-26
Corn,HONDURAS,0,0,2013-09-26
Corn,NICARAGUA,0,0,2013-09-26
Corn,COSTA RICA,28975,38237,2013-09-26
Corn,PANAMA,0,0,2013-09-26
Corn,CUBA,0,0,2013-09-26
Corn,JAMAICA,0,0,2013-09-26
Corn,DOMINICAN REPUBLIC,0,0,2013-09-26
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-09-26
Corn,BARBADOS,0,0,2013-09-26
Corn,TRINIDAD AND TOBAGO,0,0,2013-09-26
Corn,FRENCH WEST INDIES,0,0,2013-09-26
Corn,COLOMBIA,10978,205978,2013-09-26
Corn,VENEZUELA,0,26600,2013-09-26
Corn,GUYANA,0,0,2013-09-26
Corn,ECUADOR,0,0,2013-09-26
Corn,PERU,27520,30000,2013-09-26
Corn,UNITED KINGDOM,0,0,2013-09-26
Corn,SWITZERLAND,0,0,2013-09-26
Corn,SPAIN,0,0,2013-09-26
Corn,TURKEY,0,0,2013-09-26
Corn,SYRIA,0,0,2013-09-26
Corn,LEBANON,0,0,2013-09-26
Corn,ISRAEL,0,0,2013-09-26
Corn,SAUDI ARABIA,5,0,2013-09-26
Corn,UNITED ARAB EMIRATES,17,0,2013-09-26
Corn,OMAN,0,0,2013-09-26
Corn,THAILAND,0,0,2013-09-26
Corn,VIETNAM,0,600,2013-09-26
Corn,MALAYSIA,0,56,2013-09-26
Corn,INDONESIA,0,0,2013-09-26
Corn,PHILIPPINES,161,2808,2013-09-26
Corn,"CHINA, PEOPLES REPUBLIC OF",115178,2799,2013-09-26
Corn,"KOREA, REPUBLIC OF",0,500,2013-09-26
Corn,HONG KONG,130,426,2013-09-26
Corn,TAIWAN,5910,19002,2013-09-26
Corn,JAPAN,163244,100868,2013-09-26
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-09-26
Corn,MOROCCO,0,0,2013-09-26
Corn,TUNISIA,0,0,2013-09-26
Corn,LIBYA,0,0,2013-09-26
Corn,EGYPT,0,0,2013-09-26
Corn,UNKNOWN,0,170800,2013-09-26
Corn,CANADA,1639,2285,2013-10-03
Corn,MEXICO,162863,132797,2013-10-03
Corn,GUATEMALA,9682,18282,2013-10-03
Corn,EL SALVADOR,0,29964,2013-10-03
Corn,HONDURAS,5000,28201,2013-10-03
Corn,NICARAGUA,3448,12846,2013-10-03
Corn,COSTA RICA,0,33000,2013-10-03
Corn,PANAMA,0,12420,2013-10-03
Corn,CUBA,0,0,2013-10-03
Corn,JAMAICA,6710,410,2013-10-03
Corn,DOMINICAN REPUBLIC,0,0,2013-10-03
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-10-03
Corn,BARBADOS,0,0,2013-10-03
Corn,TRINIDAD AND TOBAGO,0,0,2013-10-03
Corn,FRENCH WEST INDIES,0,9400,2013-10-03
Corn,COLOMBIA,90609,83724,2013-10-03
Corn,VENEZUELA,28500,0,2013-10-03
Corn,GUYANA,4000,0,2013-10-03
Corn,SURINAM,655,0,2013-10-03
Corn,ECUADOR,0,0,2013-10-03
Corn,PERU,0,10600,2013-10-03
Corn,UNITED KINGDOM,19,0,2013-10-03
Corn,SWITZERLAND,0,0,2013-10-03
Corn,SPAIN,0,0,2013-10-03
Corn,TURKEY,0,0,2013-10-03
Corn,SYRIA,0,0,2013-10-03
Corn,LEBANON,0,0,2013-10-03
Corn,ISRAEL,0,0,2013-10-03
Corn,SAUDI ARABIA,0,0,2013-10-03
Corn,UNITED ARAB EMIRATES,0,0,2013-10-03
Corn,OMAN,0,0,2013-10-03
Corn,THAILAND,0,0,2013-10-03
Corn,VIETNAM,0,0,2013-10-03
Corn,MALAYSIA,327,0,2013-10-03
Corn,INDONESIA,0,0,2013-10-03
Corn,PHILIPPINES,41,0,2013-10-03
Corn,"CHINA, PEOPLES REPUBLIC OF",184612,170630,2013-10-03
Corn,"KOREA, REPUBLIC OF",259,122,2013-10-03
Corn,HONG KONG,403,428,2013-10-03
Corn,TAIWAN,36755,41025,2013-10-03
Corn,JAPAN,82510,130862,2013-10-03
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-10-03
Corn,MOROCCO,0,0,2013-10-03
Corn,TUNISIA,0,0,2013-10-03
Corn,LIBYA,0,0,2013-10-03
Corn,EGYPT,0,0,2013-10-03
Corn,UNKNOWN,0,635216,2013-10-03
Corn,CANADA,0,0,2013-10-10
Corn,MEXICO,0,0,2013-10-10
Corn,GUATEMALA,0,0,2013-10-10
Corn,EL SALVADOR,0,0,2013-10-10
Corn,HONDURAS,0,0,2013-10-10
Corn,NICARAGUA,0,0,2013-10-10
Corn,COSTA RICA,0,0,2013-10-10
Corn,PANAMA,0,0,2013-10-10
Corn,CUBA,0,0,2013-10-10
Corn,JAMAICA,0,0,2013-10-10
Corn,DOMINICAN REPUBLIC,0,0,2013-10-10
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-10-10
Corn,BARBADOS,0,0,2013-10-10
Corn,TRINIDAD AND TOBAGO,0,0,2013-10-10
Corn,FRENCH WEST INDIES,0,0,2013-10-10
Corn,COLOMBIA,0,0,2013-10-10
Corn,VENEZUELA,0,0,2013-10-10
Corn,GUYANA,0,0,2013-10-10
Corn,SURINAM,0,0,2013-10-10
Corn,ECUADOR,0,0,2013-10-10
Corn,PERU,0,0,2013-10-10
Corn,UNITED KINGDOM,0,0,2013-10-10
Corn,SWITZERLAND,0,0,2013-10-10
Corn,SPAIN,0,0,2013-10-10
Corn,TURKEY,0,0,2013-10-10
Corn,SYRIA,0,0,2013-10-10
Corn,LEBANON,0,0,2013-10-10
Corn,ISRAEL,0,0,2013-10-10
Corn,SAUDI ARABIA,0,0,2013-10-10
Corn,UNITED ARAB EMIRATES,0,0,2013-10-10
Corn,OMAN,0,0,2013-10-10
Corn,THAILAND,0,0,2013-10-10
Corn,VIETNAM,0,0,2013-10-10
Corn,MALAYSIA,0,0,2013-10-10
Corn,INDONESIA,0,0,2013-10-10
Corn,PHILIPPINES,0,0,2013-10-10
Corn,"CHINA, PEOPLES REPUBLIC OF",0,0,2013-10-10
Corn,"KOREA, REPUBLIC OF",0,0,2013-10-10
Corn,HONG KONG,0,0,2013-10-10
Corn,TAIWAN,0,0,2013-10-10
Corn,JAPAN,0,0,2013-10-10
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-10-10
Corn,MOROCCO,0,0,2013-10-10
Corn,EGYPT,0,0,2013-10-10
Corn,UNKNOWN,0,0,2013-10-10
Corn,CANADA,0,0,2013-10-17
Corn,MEXICO,0,0,2013-10-17
Corn,GUATEMALA,0,0,2013-10-17
Corn,EL SALVADOR,0,0,2013-10-17
Corn,HONDURAS,0,0,2013-10-17
Corn,NICARAGUA,0,0,2013-10-17
Corn,COSTA RICA,0,0,2013-10-17
Corn,PANAMA,0,0,2013-10-17
Corn,CUBA,0,0,2013-10-17
Corn,JAMAICA,0,0,2013-10-17
Corn,DOMINICAN REPUBLIC,0,0,2013-10-17
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-10-17
Corn,BARBADOS,0,0,2013-10-17
Corn,TRINIDAD AND TOBAGO,0,0,2013-10-17
Corn,FRENCH WEST INDIES,0,0,2013-10-17
Corn,COLOMBIA,0,0,2013-10-17
Corn,VENEZUELA,0,0,2013-10-17
Corn,GUYANA,0,0,2013-10-17
Corn,SURINAM,0,0,2013-10-17
Corn,ECUADOR,0,0,2013-10-17
Corn,PERU,0,0,2013-10-17
Corn,UNITED KINGDOM,0,0,2013-10-17
Corn,SWITZERLAND,0,0,2013-10-17
Corn,SPAIN,0,0,2013-10-17
Corn,TURKEY,0,0,2013-10-17
Corn,SYRIA,0,0,2013-10-17
Corn,LEBANON,0,0,2013-10-17
Corn,ISRAEL,0,0,2013-10-17
Corn,SAUDI ARABIA,0,0,2013-10-17
Corn,UNITED ARAB EMIRATES,0,0,2013-10-17
Corn,OMAN,0,0,2013-10-17
Corn,THAILAND,0,0,2013-10-17
Corn,VIETNAM,0,0,2013-10-17
Corn,MALAYSIA,0,0,2013-10-17
Corn,INDONESIA,0,0,2013-10-17
Corn,PHILIPPINES,0,0,2013-10-17
Corn,"CHINA, PEOPLES REPUBLIC OF",0,0,2013-10-17
Corn,"KOREA, REPUBLIC OF",0,0,2013-10-17
Corn,HONG KONG,0,0,2013-10-17
Corn,TAIWAN,0,0,2013-10-17
Corn,JAPAN,0,0,2013-10-17
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-10-17
Corn,MOROCCO,0,0,2013-10-17
Corn,EGYPT,0,0,2013-10-17
Corn,UNKNOWN,0,0,2013-10-17
Corn,CANADA,5586,5931,2013-10-24
Corn,MEXICO,708324,1663287,2013-10-24
Corn,GUATEMALA,36270,55996,2013-10-24
Corn,EL SALVADOR,33525,2120,2013-10-24
Corn,HONDURAS,23642,8826,2013-10-24
Corn,NICARAGUA,7727,4258,2013-10-24
Corn,COSTA RICA,23833,2450,2013-10-24
Corn,PANAMA,18165,0,2013-10-24
Corn,CUBA,0,0,2013-10-24
Corn,JAMAICA,4706,48206,2013-10-24
Corn,DOMINICAN REPUBLIC,27300,20300,2013-10-24
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-10-24
Corn,BARBADOS,0,0,2013-10-24
Corn,TRINIDAD AND TOBAGO,0,2700,2013-10-24
Corn,FRENCH WEST INDIES,0,0,2013-10-24
Corn,COLOMBIA,123334,220210,2013-10-24
Corn,VENEZUELA,18594,55000,2013-10-24
Corn,GUYANA,0,0,2013-10-24
Corn,SURINAM,0,0,2013-10-24
Corn,ECUADOR,0,0,2013-10-24
Corn,PERU,32085,140685,2013-10-24
Corn,UNITED KINGDOM,38,0,2013-10-24
Corn,IRELAND,0,0,2013-10-24
Corn,SPAIN,0,0,2013-10-24
Corn,SYRIA,0,0,2013-10-24
Corn,LEBANON,0,0,2013-10-24
Corn,ISRAEL,0,0,2013-10-24
Corn,SAUDI ARABIA,68199,70999,2013-10-24
Corn,UNITED ARAB EMIRATES,0,0,2013-10-24
Corn,OMAN,0,0,2013-10-24
Corn,THAILAND,0,0,2013-10-24
Corn,VIETNAM,0,2700,2013-10-24
Corn,MALAYSIA,252,0,2013-10-24
Corn,SINGAPORE,0,0,2013-10-24
Corn,INDONESIA,0,0,2013-10-24
Corn,PHILIPPINES,217,0,2013-10-24
Corn,"CHINA, PEOPLES REPUBLIC OF",498587,491322,2013-10-24
Corn,"KOREA, REPUBLIC OF",1618,1960,2013-10-24
Corn,HONG KONG,532,766,2013-10-24
Corn,TAIWAN,26791,54527,2013-10-24
Corn,JAPAN,255605,761408,2013-10-24
Corn,"OTHER PACIFIC ISLANDS, NEC",160,160,2013-10-24
Corn,MOROCCO,0,0,2013-10-24
Corn,EGYPT,0,0,2013-10-24
Corn,UNKNOWN,0,1029405,2013-10-24
Corn,CANADA,400,7638,2013-10-31
Corn,MEXICO,295371,231001,2013-10-31
Corn,GUATEMALA,0,5700,2013-10-31
Corn,EL SALVADOR,0,0,2013-10-31
Corn,HONDURAS,0,490,2013-10-31
Corn,NICARAGUA,0,0,2013-10-31
Corn,COSTA RICA,0,0,2013-10-31
Corn,PANAMA,0,0,2013-10-31
Corn,CUBA,0,0,2013-10-31
Corn,JAMAICA,10999,0,2013-10-31
Corn,HAITI,0,5500,2013-10-31
Corn,DOMINICAN REPUBLIC,0,16000,2013-10-31
Corn,LEEWARD-WINDWARD ISLANDS,0,0,2013-10-31
Corn,BARBADOS,0,0,2013-10-31
Corn,TRINIDAD AND TOBAGO,6867,0,2013-10-31
Corn,FRENCH WEST INDIES,0,0,2013-10-31
Corn,COLOMBIA,38334,17584,2013-10-31
Corn,VENEZUELA,0,0,2013-10-31
Corn,GUYANA,0,0,2013-10-31
Corn,SURINAM,0,0,2013-10-31
Corn,ECUADOR,0,0,2013-10-31
Corn,PERU,0,500,2013-10-31
Corn,UNITED KINGDOM,19,0,2013-10-31
Corn,IRELAND,0,0,2013-10-31
Corn,SPAIN,0,0,2013-10-31
Corn,PORTUGAL,0,0,2013-10-31
Corn,SYRIA,0,0,2013-10-31
Corn,ISRAEL,0,0,2013-10-31
Corn,SAUDI ARABIA,0,0,2013-10-31
Corn,UNITED ARAB EMIRATES,0,0,2013-10-31
Corn,OMAN,0,0,2013-10-31
Corn,THAILAND,0,0,2013-10-31
Corn,VIETNAM,0,0,2013-10-31
Corn,MALAYSIA,62,611,2013-10-31
Corn,SINGAPORE,0,0,2013-10-31
Corn,INDONESIA,22571,0,2013-10-31
Corn,PHILIPPINES,0,0,2013-10-31
Corn,"CHINA, PEOPLES REPUBLIC OF",76340,241074,2013-10-31
Corn,"KOREA, REPUBLIC OF",280,309162,2013-10-31
Corn,HONG KONG,40,253,2013-10-31
Corn,TAIWAN,8498,17344,2013-10-31
Corn,JAPAN,132737,315387,2013-10-31
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-10-31
Corn,MOROCCO,0,0,2013-10-31
Corn,EGYPT,0,110000,2013-10-31
Corn,UNKNOWN,0,508630,2013-10-31
Corn,CANADA,2115,5773,2013-11-07
Corn,MEXICO,134791,308491,2013-11-07
Corn,GUATEMALA,28632,19600,2013-11-07
Corn,EL SALVADOR,12452,12452,2013-11-07
Corn,HONDURAS,7345,9211,2013-11-07
Corn,NICARAGUA,0,0,2013-11-07
Corn,COSTA RICA,0,29000,2013-11-07
Corn,PANAMA,18270,620,2013-11-07
Corn,CUBA,0,0,2013-11-07
Corn,JAMAICA,0,2500,2013-11-07
Corn,HAITI,0,0,2013-11-07
Corn,DOMINICAN REPUBLIC,0,0,2013-11-07
Corn,LEEWARD-WINDWARD ISLANDS,897,0,2013-11-07
Corn,BARBADOS,0,4500,2013-11-07
Corn,TRINIDAD AND TOBAGO,3714,314,2013-11-07
Corn,FRENCH WEST INDIES,0,0,2013-11-07
Corn,COLOMBIA,28502,75771,2013-11-07
Corn,VENEZUELA,5000,15000,2013-11-07
Corn,GUYANA,0,0,2013-11-07
Corn,SURINAM,0,0,2013-11-07
Corn,ECUADOR,0,0,2013-11-07
Corn,PERU,32223,17303,2013-11-07
Corn,UNITED KINGDOM,19,0,2013-11-07
Corn,SPAIN,0,0,2013-11-07
Corn,SYRIA,0,0,2013-11-07
Corn,ISRAEL,0,0,2013-11-07
Corn,SAUDI ARABIA,0,75000,2013-11-07
Corn,UNITED ARAB EMIRATES,0,0,2013-11-07
Corn,OMAN,0,0,2013-11-07
Corn,THAILAND,0,0,2013-11-07
Corn,VIETNAM,0,0,2013-11-07
Corn,MALAYSIA,0,0,2013-11-07
Corn,SINGAPORE,0,0,2013-11-07
Corn,INDONESIA,0,0,2013-11-07
Corn,PHILIPPINES,256,0,2013-11-07
Corn,"CHINA, PEOPLES REPUBLIC OF",120995,73810,2013-11-07
Corn,"KOREA, REPUBLIC OF",816,150880,2013-11-07
Corn,HONG KONG,335,393,2013-11-07
Corn,TAIWAN,15512,65585,2013-11-07
Corn,JAPAN,51915,250070,2013-11-07
Corn,"OTHER PACIFIC ISLANDS, NEC",0,0,2013-11-07
Corn,MOROCCO,0,0,2013-11-07
Corn,EGYPT,0,0,2013-11-07
Corn,UNKNOWN,0,244660,2013-11-07
Corn,CANADA,2413,2372,2013-11-14
Corn,MEXICO,210910,287462,2013-11-14
Corn,GUATEMALA,19400,23460,2013-11-14
Corn,EL SALVADOR,27227,12227,2013-11-14
Corn,HONDURAS,14500,7077,2013-11-14
Corn,NICARAGUA,0,0,2013-11-14
Corn,COSTA RICA,0,0,2013-11-14
Corn,PANAMA,0,0,2013-11-14
Corn,CUBA,0,0,2013-11-14
Corn,JAMAICA,4692,392,2013-11-14
Corn,HAITI,0,0,2013-11-14
Corn,DOMINICAN REPUBLIC,0,0,2013-11-14
Corn,LEEWARD-WINDWARD ISLANDS,400,0,2013-11-14
Corn,BARBADOS,4844,0,2013-11-14
Corn,TRINIDAD AND TOBAGO,0,0,2013-11-14
Corn,FRENCH WEST INDIES,0,0,2013-11-14
Corn,COLOMBIA,35198,5698,2013-11-14
Corn,VENEZUELA,0,0,2013-11-14
Corn,GUYANA,0,0,2013-11-14
Corn,SURINAM,0,0,2013-11-14
Corn,ECUADOR,0,0,2013-11-14
Corn,PERU,0,0,2013-11-14
Corn,UNITED KINGDOM,38,0,2013-11-14
