Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-02 00:00:00-04:00,435.75,436.75,424.5,426.5,235504,0.0,0.0
2024-04-03 00:00:00-04:00,428.25,433.0,425.75,431.75,187684,0.0,0.0
2024-04-04 00:00:00-04:00,432.25,436.0,429.75,435.25,153811,0.0,0.0
2024-04-05 00:00:00-04:00,435.0,438.5,432.25,434.25,192940,0.0,0.0
2024-04-08 00:00:00-04:00,433.75,437.5,431.5,435.5,192940,0.0,0.0
