Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-15 00:00:00-04:00,1.7719999551773071,1.7920000553131104,1.6779999732971191,1.690999984741211,170569,0.0,0.0
2024-04-16 00:00:00-04:00,1.6950000524520874,1.8020000457763672,1.6490000486373901,1.7319999933242798,231556,0.0,0.0
2024-04-17 00:00:00-04:00,1.6799999475479126,1.7239999771118164,1.659999966621399,1.7120000123977661,152348,0.0,0.0
2024-04-18 00:00:00-04:00,1.722000002861023,1.7799999713897705,1.7130000591278076,1.7569999694824219,160729,0.0,0.0
2024-04-19 00:00:00-04:00,1.7410000562667847,1.805999994277954,1.7239999771118164,1.7519999742507935,160729,0.0,0.0
