date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum
2012-05-14,19.294714714285714,7.759000385714286,13.067333571428572,1.6714285285714285
2012-05-21,23.351857428571428,11.680428857142857,16.709893142857144,4.0285717142857145
2012-05-28,21.71614285714286,11.487571857142857,15.496201999999998,17.185714142857144
2012-06-04,18.694714714285713,8.559000142857142,13.470904571428571,0.21428571428571427
2012-06-11,25.537571714285715,16.251857285714287,20.746499714285715,2.1285714285714286
2012-06-18,22.75900014285714,13.716143142857144,17.68846314285714,4.042857
2012-06-25,22.744714285714284,14.787571857142856,18.276856428571428,12.414286185714285
2012-07-02,28.630428857142856,17.937571857142856,23.014656714285714,1.042857142857143
2012-07-09,28.980428571428572,19.08757142857143,23.382511285714287,4.700000148571428
2012-07-16,28.737571714285714,19.61614314285714,24.094417285714286,1.0857143342857143
2012-07-23,28.666143,19.123286,22.978047857142858,4.5714286
2012-07-30,26.630428857142856,18.616142857142854,22.15215442857143,4.457143142857143
2012-08-06,27.20185742857143,17.523286000000002,21.832808285714286,2.1999999999999997
2012-08-13,22.923285857142854,15.137571714285714,18.798584,2.0285714285714285
2012-08-20,22.359000142857145,12.937571857142858,17.27834514285714,1.6857142857142857
2012-08-27,27.27328585714286,16.101857428571428,21.225369285714287,0.4857143
2012-09-03,27.973285714285712,17.25185742857143,22.457214857142855,0.1142857142857143
2012-09-10,22.98757157142857,12.951857571428572,17.31376157142857,0.39999999999999997
2012-09-17,23.416143,12.144714285714285,16.915250142857143,0.42857142857142855
2012-09-24,14.973286285714284,6.101857385714285,9.831023914285714,0.5428571142857143
2012-10-01,21.67328585714286,7.709000071428571,13.871499428571427,0.0
2012-10-08,12.887571542857144,2.9661428114285715,7.151857328571429,0.4857142571428571
2012-10-15,10.451857385714286,1.5161428671428572,5.379833257142857,0.7714285857142856
2012-10-22,12.680429285714284,6.401857057142857,8.836678328571429,3.1428571
2012-10-29,5.987571385714285,1.4804285257142857,3.4569165899999996,1.4142857142857141
2012-11-05,4.330428685714286,-1.0481428307142857,0.9935238595714286,0.10000000714285714
2012-11-12,4.487571714285714,-0.6267143585714285,1.3649521999999998,1.9714284785714287
2012-11-19,6.059000242857143,-1.2981428899999998,1.469714072857143,0.07142857142857142
2012-11-26,1.6447143714285717,-5.690999685714286,-2.4999283999999995,0.8999999714285715
2012-12-03,1.9732856848571427,-4.0481428428571435,-1.5341549857142858,0.04285714285714286
2012-12-10,-1.6052857485714287,-8.633857185714286,-5.478201904285714,0.9142856714285713
2012-12-17,-3.0624284285714287,-11.183856857142857,-7.3448692342857145,1.271428642857143
2012-12-24,-7.3052855999999995,-13.790999714285714,-11.001415614285715,0.17142857857142854
2012-12-31,-9.033856757142857,-18.61242814285714,-14.651118142857143,0.07142857142857142
2013-01-07,-4.3481428,-15.069571285714286,-10.529095285714286,0.05714285714285715
2013-01-14,-3.3909998814285713,-12.219571042857142,-7.963321328571429,1.5142857428571428
2013-01-21,-8.776714288571428,-21.048142714285714,-15.251715,0.3285714485714286
2013-01-28,-10.96242829657143,-20.283856714285715,-16.435345457142855,0.15714285714285717
2013-02-04,-10.776714186285714,-20.912428142857145,-16.33117902857143,1.3999998571428574
2013-02-11,-3.955285742857143,-11.912428342857142,-8.401714371428572,3.5714285
2013-02-18,-3.1552857042857143,-11.512428471428573,-8.163618528571428,0.11428572142857142
2013-02-25,-5.119571314285714,-16.50528542857143,-11.725820628571428,0.15714285714285717
2013-03-04,-1.2481428922857145,-9.86957142857143,-5.8713573285714284,0.6285714285714287
2013-03-11,-1.5338571714285716,-8.805285414285715,-5.513618982857143,3.6428570000000002
2013-03-18,-2.6552857142857142,-10.590999714285715,-7.350226271428572,2.8000001142857145
2013-03-25,-3.3267143142857143,-12.905285428571428,-8.3029045,0.05714285714285715
2013-04-01,4.0018571000000005,-5.555285568571429,-1.3234406142857142,0.6142856714285714
2013-04-08,3.294714257142857,-5.912428305714285,-1.3764166628571428,2.500000028571429
2013-04-15,1.4161428271428573,-4.926714328571428,-2.2305835542857144,4.385713714285714
2013-04-22,1.8447142428571426,-3.4981427571428574,-0.8279047428571429,3.557142777142857
2013-04-29,11.166143142857143,-0.7838570877142857,4.812571525714286,0.1142857142857143
2013-05-06,10.244714257142858,1.2661429614285713,4.824773771428572,2.957142857142857
2013-05-13,17.00185757142857,3.587571388571429,9.25066637142857,0.7428571428571429
2013-05-20,21.709000142857143,10.337571714285714,15.640547571428572,9.042857857142858
2013-05-27,16.29471457142857,7.644714385714286,10.954535857142858,3.5571428857142857
2013-06-03,19.016142857142857,10.573285857142858,14.384595285714285,1.6714285714285713
2013-06-10,16.609000142857145,9.809000285714287,12.566142999999999,4.371428714285714
2013-06-17,23.20185742857143,13.294714714285716,18.26465585714286,0.8428571428571429
2013-06-24,24.801857285714284,14.887571714285714,19.533107,1.8571428342857144
2013-07-01,25.980428714285715,17.016143,21.265548142857142,0.7428571142857143
2013-07-08,27.980428714285715,17.909000428571428,23.035785,1.342857292857143
2013-07-15,27.001857142857144,18.566143285714283,22.020012714285713,4.5285715714285715
2013-07-22,27.716143,19.430428714285714,23.02536985714286,0.3
2013-07-29,21.623285714285714,13.109000428571429,16.919713714285713,1.0571428714285713
2013-08-05,23.409,14.14471457142857,18.602154285714285,1.2285714285714284
2013-08-12,21.60185757142857,13.144714714285714,17.245012285714285,2.9857142428571426
2013-08-19,25.309000285714287,14.080428714285715,19.526559714285717,0.3285714571428571
