State,Date,Temperature_2m_mean,Temperature_2m_min,Temperature_2m_max,Precipitation_sum
Nebraska,2023-11-29,1.0406666,-4.4885,8.9115,0.0
Nebraska,2023-11-30,-0.1301667,-3.2884998,2.8115,0.0
Nebraska,2023-12-01,-3.7134993,-7.4885,-0.038499996,0.0
Nebraska,2023-12-02,-1.2718331,-4.4885,6.5615,0.0
Nebraska,2023-12-03,0.349,-2.8385,4.7115,0.0
Nebraska,2023-12-04,0.23650004,-3.7384999,7.8615003,0.4
Nebraska,2023-12-05,0.724,-4.4385,3.9115,0.0
Nebraska,2023-12-06,5.274,-0.5885,14.0615,0.0
Nebraska,2023-12-07,6.5990005,-0.4385,16.5615,0.0
Nebraska,2023-12-08,7.238584,2.0115001,11.961499,0.0
Nebraska,2023-12-09,0.54275006,-1.4385,4.4615,0.0
Nebraska,2023-12-10,-1.09475,-4.0385,5.3615003,0.0
Nebraska,2023-12-11,0.31566665,-3.6385,9.761499,0.0
Nebraska,2023-12-12,-1.251,-3.5384998,2.1115,0.0
Nebraska,2023-12-13,-2.0155828,-5.7385,4.2615,0.0
Nebraska,2023-12-14,0.64066666,-1.2885001,3.5615,0.8
Nebraska,2023-12-15,2.1469166,0.36150002,5.8115,0.1
Nebraska,2023-12-16,0.040666763,-4.3385,4.7615,0.0
Nebraska,2023-12-17,3.099,-2.3385,10.1115,0.0
Nebraska,2023-12-18,-0.26974994,-6.5385,5.4615,0.0
Nebraska,2023-12-19,1.9760832,-1.0885,11.6615,0.0
Nebraska,2023-12-20,0.3844168,-3.9385,6.4115,0.0
Nebraska,2023-12-21,2.3552496,-1.4885,11.1615,0.0
Nebraska,2023-12-22,4.5177503,0.91150004,11.711499,0.0
Nebraska,2023-12-23,4.6594167,2.4115,7.8615003,0.3
Nebraska,2023-12-24,2.4781675,-2.9385,9.461499,15.200001
Nebraska,2023-12-25,-4.4968333,-6.0385,-2.6385,10.3
Nebraska,2023-12-26,-3.9884999,-6.1384997,-2.0885,10.600001
Nebraska,2023-12-27,-3.4551659,-5.9885,-1.1885,2.4999995
Nebraska,2023-12-28,-1.53225,-2.4884999,-0.33850002,2.5
Nebraska,2023-12-29,-3.23225,-6.2385,2.2115002,0.0
Nebraska,2023-12-30,-0.29475,-2.1885,1.2615,0.0
Nebraska,2023-12-31,-5.765583,-8.3885,-1.3385,0.0
Nebraska,2024-01-01,-6.0697494,-12.238501,-0.2385,0.0
Nebraska,2024-01-02,-1.7405834,-3.4884999,0.66150004,0.0
Nebraska,2024-01-03,-4.457249,-7.6885,-0.5885,0.0
Nebraska,2024-01-04,-4.9572496,-7.3884997,-0.5385,0.0
Nebraska,2024-01-05,-1.2864166,-3.4385,1.3115,0.5
Nebraska,2024-01-06,-1.4655833,-2.5384998,-0.0885,0.9000001
Nebraska,2024-01-07,-5.4114165,-11.238501,0.6115,0.0
Nebraska,2024-01-08,-4.6655836,-8.738501,-1.4885,8.200001
Nebraska,2024-01-09,-8.273917,-11.488501,-3.2884998,2.6
Nebraska,2024-01-10,-2.6989164,-8.738501,1.4115,2.0
Nebraska,2024-01-11,-10.430167,-14.738501,-3.3385,2.5
Nebraska,2024-01-12,-17.723917,-20.2885,-14.8385,4.0
Nebraska,2024-01-13,-24.007246,-27.8385,-20.1385,1.2
Nebraska,2024-01-14,-25.488497,-27.738499,-21.0885,0.0
Nebraska,2024-01-15,-22.428085,-26.3885,-20.5385,1.7000002
Nebraska,2024-01-16,-19.646833,-23.4385,-10.8885,0.0
Nebraska,2024-01-17,-9.411418,-13.6385,-5.9885,0.0
Nebraska,2024-01-18,-10.9572525,-15.538501,-7.0885,0.90000004
Nebraska,2024-01-19,-17.411417,-21.1385,-13.3385,0.0
Nebraska,2024-01-20,-19.286417,-25.238499,-14.288501,0.0
Nebraska,2024-01-21,-10.288502,-14.788501,-4.0885,0.0
Nebraska,2024-01-22,-2.921833,-4.9385,0.5115,0.0
Nebraska,2024-01-23,-3.0114162,-5.2385,-1.2885001,0.0
Nebraska,2024-01-24,-1.2655833,-2.2884998,1.3614999,0.0
Nebraska,2024-01-25,-0.9426667,-5.1384997,6.1615,0.0
Nebraska,2024-01-26,-2.4718332,-5.6885,2.1115,0.0
Nebraska,2024-01-27,-0.26766667,-4.6384997,6.3615003,0.0
Nebraska,2024-01-28,1.8906666,-2.9385,11.5615,0.0
Nebraska,2024-01-29,5.1073327,1.4115,14.1115,0.0
Nebraska,2024-01-30,4.8719163,0.5615,12.9115,0.0
Nebraska,2024-01-31,5.8448334,0.66150004,15.6115,0.0
Nebraska,2024-02-01,4.7114997,0.011500001,11.1115,0.0
Nebraska,2024-02-02,3.7635832,1.1114999,10.4115,0.0
Nebraska,2024-02-03,5.5177503,3.3115,7.3615003,10.799999
Nebraska,2024-02-04,3.5948334,2.4615002,5.1615,7.8
Nebraska,2024-02-05,3.18025,0.8115,9.1615,0.0
Nebraska,2024-02-06,4.9614997,1.9615,10.3615,0.0
Nebraska,2024-02-07,8.678166,5.3615003,13.5615,0.6
Nebraska,2024-02-08,6.5594163,1.6615,11.1615,1.2
Nebraska,2024-02-09,1.2823334,-3.3885,6.0115,0.0
Nebraska,2024-02-10,-2.3218334,-5.4885,2.0615,0.0
Nebraska,2024-02-11,-1.5530831,-5.7885,5.2615,0.1
Nebraska,2024-02-12,1.2281666,-3.8885,9.461499,0.0
Nebraska,2024-02-13,1.6906666,-4.0885,9.711499,0.0
Nebraska,2024-02-14,3.0281665,-0.8885,10.761499,0.0
Nebraska,2024-02-15,-3.3447502,-7.1885,1.7615,0.0
Nebraska,2024-02-16,-5.31975,-7.9885,0.4615,2.0
Nebraska,2024-02-17,-7.415583,-12.6885,3.6615,0.0
Nebraska,2024-02-18,-0.22183324,-6.6384997,8.761499,0.0
Nebraska,2024-02-19,3.2364998,-0.7885,10.961499,0.0
Nebraska,2024-02-20,5.457333,-0.7885,16.6615,0.0
Nebraska,2024-02-21,6.959417,-0.6385,14.4115,0.0
Nebraska,2024-02-22,6.0781665,1.2114999,11.3115,2.1
Nebraska,2024-02-23,5.0573335,0.3115,11.1615,0.0
Nebraska,2024-02-24,5.526083,-0.2885,14.011499,0.0
Nebraska,2024-02-25,6.9510837,2.2615001,15.861499,0.0
Nebraska,2024-02-26,11.034417,6.3615003,19.511501,0.0
Nebraska,2024-02-27,2.4073339,-7.4885,15.5615,0.90000004
Nebraska,2024-02-28,-6.4843335,-14.1885,6.7615,0.0
Nebraska,2024-02-29,3.6177495,-0.9885,12.961499,0.0
Nebraska,2024-03-01,7.0323334,-0.2885,19.1615,0.0
Nebraska,2024-03-02,7.5260835,-0.1885,15.211499,0.0
Nebraska,2024-03-03,8.840666,5.7615,12.011499,0.0
Nebraska,2024-03-04,3.7906673,-2.8385,8.0615,0.0
Nebraska,2024-03-05,2.3031666,-3.4884999,9.4115,0.0
Nebraska,2024-03-06,5.4760833,1.3614999,12.1615,0.3
Nebraska,2024-03-07,1.9635835,-3.3885,10.011499,0.0
Nebraska,2024-03-08,-2.0572503,-4.8385,3.4615002,6.2999997
Nebraska,2024-03-09,0.05524997,-4.7885,7.7115,0.0
Nebraska,2024-03-10,3.9364998,-2.2884998,15.211499,0.0
Nebraska,2024-03-11,8.163584,2.2615001,17.511501,0.0
Nebraska,2024-03-12,9.063584,2.4115,17.3615,0.0
Nebraska,2024-03-13,9.463583,5.6115003,14.0615,0.0
Nebraska,2024-03-14,7.73025,2.8115,12.511499,0.5
Nebraska,2024-03-15,3.7614996,-2.8885,11.261499,0.0
Nebraska,2024-03-16,6.5552506,2.6115,10.1115,0.0
Nebraska,2024-03-17,1.6052499,-3.0885,8.1115,0.0
Nebraska,2024-03-18,-1.70725,-9.038501,8.8115,0.0
Nebraska,2024-03-19,8.369834,3.8615003,15.711499,0.0
Nebraska,2024-03-20,4.9865003,-0.7885,14.6115,0.0
Nebraska,2024-03-21,3.351083,-2.5885,13.3115,0.0
Nebraska,2024-03-22,3.0614996,-4.5885,12.011499,0.0
Nebraska,2024-03-23,-0.7072502,-5.5885,7.2115,0.4
Nebraska,2024-03-24,1.1865,-0.6385,5.3615003,13.0
Nebraska,2024-03-25,-4.7655835,-6.7385,-0.1885,22.100002
Nebraska,2024-03-26,-7.771835,-12.038501,-2.0885,3.1
Nebraska,2024-03-27,-6.4780846,-14.288501,1.3614999,0.1
Nebraska,2024-03-28,1.5823332,-1.3885001,7.1115003,0.0
Nebraska,2024-03-29,5.4031663,0.11150001,10.961499,1.1
Nebraska,2024-03-30,2.849,-1.1885,9.1615,0.0
Nebraska,2024-03-31,4.3635836,-0.1385,10.8615,7.1000004
Nebraska,2024-04-01,2.4719164,0.16149999,9.6615,14.9
Nebraska,2024-04-02,3.0177498,-2.2884998,11.4115,0.1
Nebraska,2024-04-03,4.149,-1.5885,11.0615,0.0
Nebraska,2024-04-04,5.5052495,-1.5885,14.5615,0.0
Nebraska,2024-04-05,8.290667,2.6615,16.2115,0.0
Nebraska,2024-04-06,,,,
Nebraska,2024-04-07,,,,
Minnesota,2023-04-09,7.3493342,4.3285003,12.7285,0.0
Minnesota,2023-04-10,6.0951667,-0.3215,14.8785,0.0
Minnesota,2023-04-11,9.772249,4.7285004,17.078499,0.0
Minnesota,2023-04-12,12.376416,6.0285,19.578499,0.0
Minnesota,2023-04-13,9.436833,2.5785,20.2785,1.7
Minnesota,2023-04-14,12.018083,6.1285,17.8785,0.3
Minnesota,2023-04-15,3.6055841,1.2284999,10.9785,5.4
Minnesota,2023-04-16,-0.62150013,-2.8715,3.0785,5.2999997
Minnesota,2023-04-17,1.3535,-3.3715,7.5285,0.0
Minnesota,2023-04-18,2.641,-3.9215,10.528501,0.0
Minnesota,2023-04-19,3.928501,0.22850001,8.778501,7.3999996
Minnesota,2023-04-20,0.85141665,-0.3215,4.7785,15.4
Minnesota,2023-04-21,-1.2381667,-3.3215,0.22850001,5.0999994
Minnesota,2023-04-22,-1.8777499,-4.1215,1.5285001,0.6
Minnesota,2023-04-23,-1.9819161,-7.3215,3.1785,0.0
Minnesota,2023-04-24,-1.9089998,-11.8215,4.2285004,0.0
Minnesota,2023-04-25,0.9555834,-5.7714996,7.1285,0.0
Minnesota,2023-04-26,3.151417,-2.2715,10.1285,0.8
Minnesota,2023-04-27,6.986833,0.1285,14.3785,6.2
Minnesota,2023-04-28,5.9410005,3.1785,9.8785,3.7
Minnesota,2023-04-29,4.5076666,-0.1715,10.028501,0.4
Minnesota,2023-04-30,4.8222504,0.5285,10.0785,0.0
Minnesota,2023-05-01,5.6993346,0.97849995,10.028501,0.0
Minnesota,2023-05-02,6.2639174,0.37849998,12.8785,0.0
Minnesota,2023-05-03,9.268083,0.4285,18.6285,0.0
Minnesota,2023-05-04,13.388917,5.0285,20.578499,0.0
Minnesota,2023-05-05,11.149333,3.4285,18.328499,0.0
Minnesota,2023-05-06,10.016001,4.4785004,15.3785,0.3
Minnesota,2023-05-07,11.722249,7.8785,17.8785,14.600003
Minnesota,2023-05-08,10.8305855,5.8785,15.8285,0.70000005
Minnesota,2023-05-09,13.013916,4.6785,20.478498,2.2
Minnesota,2023-05-10,16.361834,11.1785,24.478498,6.1999993
Minnesota,2023-05-11,18.4285,11.4285,24.578499,0.4
Minnesota,2023-05-12,18.395166,11.8785,24.1285,0.3
Minnesota,2023-05-13,14.732666,12.028501,20.9285,2.3
Minnesota,2023-05-14,13.443082,6.9785004,19.728498,0.5
Minnesota,2023-05-15,14.976415,6.4785004,23.1285,0.0
Minnesota,2023-05-16,17.763916,11.6785,23.6285,0.0
Minnesota,2023-05-17,15.011833,7.5785003,23.2785,0.1
Minnesota,2023-05-18,15.549333,11.8785,19.6785,5.8
Minnesota,2023-05-19,8.241,5.4285,12.9785,0.0
Minnesota,2023-05-20,12.216,5.4785004,19.828499,0.0
Minnesota,2023-05-21,16.482668,8.9285,24.228498,0.0
Minnesota,2023-05-22,18.89725,11.6285,27.2785,0.0
Minnesota,2023-05-23,21.568079,14.8785,28.728498,0.2
Minnesota,2023-05-24,12.528501,7.7785,20.228498,12.1
Minnesota,2023-05-25,13.584748,7.2285004,24.228498,0.0
Minnesota,2023-05-26,19.120165,12.6785,26.1785,0.0
Minnesota,2023-05-27,19.415997,12.4785,25.978498,0.0
Minnesota,2023-05-28,19.957664,13.1285,26.478498,0.0
Minnesota,2023-05-29,21.340998,15.778501,27.6785,0.0
Minnesota,2023-05-30,22.176414,17.2785,27.4285,1.3
Minnesota,2023-05-31,23.797247,16.728498,30.978498,0.2
Minnesota,2023-06-01,23.949333,18.5285,30.1785,3.5
Minnesota,2023-06-02,23.174332,17.828499,28.2785,4.2
Minnesota,2023-06-03,22.774332,17.2785,29.1285,1.9000001
Minnesota,2023-06-04,24.199333,17.6285,30.6285,0.1
Minnesota,2023-06-05,23.278498,17.578499,29.4285,1.4000001
Minnesota,2023-06-06,20.205584,15.4285,26.728498,0.5
Minnesota,2023-06-07,18.345167,11.9285,24.6285,3.6
Minnesota,2023-06-08,17.711832,13.3285,24.3785,0.0
Minnesota,2023-06-09,20.70558,15.528501,26.728498,0.5
Minnesota,2023-06-10,18.934748,14.8785,25.828499,6.3999996
Minnesota,2023-06-11,14.76183,8.528501,20.6785,0.0
Minnesota,2023-06-12,17.874332,11.2285,24.3785,0.0
Minnesota,2023-06-13,20.147247,13.3785,26.978498,0.0
Minnesota,2023-06-14,21.1285,15.1285,26.2785,0.1
Minnesota,2023-06-15,16.847248,11.028501,23.5285,0.0
Minnesota,2023-06-16,16.116,9.4785,23.328499,0.0
Minnesota,2023-06-17,20.174334,13.8285,28.2785,1.6
Minnesota,2023-06-18,20.043083,16.478498,24.228498,9.7
Minnesota,2023-06-19,21.02433,15.4785,29.1285,0.2
Minnesota,2023-06-20,25.974335,21.0285,31.6785,0.0
Minnesota,2023-06-21,25.10975,18.828499,30.7785,0.0
Minnesota,2023-06-22,24.786829,19.2785,30.0285,3.9
Minnesota,2023-06-23,21.376413,17.1785,25.478498,4.7999997
Minnesota,2023-06-24,19.586832,17.6285,21.328499,15.1
Minnesota,2023-06-25,18.599335,15.0785,23.078499,9.1
Minnesota,2023-06-26,19.770166,14.4785,26.5285,0.3
Minnesota,2023-06-27,21.56183,15.5785,26.578499,0.0
Minnesota,2023-06-28,19.986834,17.328499,25.4285,10.300001
Minnesota,2023-06-29,20.50558,16.1285,26.578499,2.2
Minnesota,2023-06-30,21.032665,15.5785,26.328499,0.0
Minnesota,2023-07-01,21.920164,15.8785,27.7785,0.0
Minnesota,2023-07-02,22.566,16.728498,29.078499,1.3
Minnesota,2023-07-03,23.809748,19.728498,27.978498,0.0
Minnesota,2023-07-04,20.207666,16.5285,26.2785,3.8000002
Minnesota,2023-07-05,16.920168,13.028501,20.828499,0.2
Minnesota,2023-07-06,15.73058,10.3785,21.6285,0.0
Minnesota,2023-07-07,19.013918,14.278501,24.578499,0.3
Minnesota,2023-07-08,16.836832,11.9785,21.4285,1.8
Minnesota,2023-07-09,19.684752,13.8785,27.2785,0.2
Minnesota,2023-07-10,21.034746,15.978499,24.828499,0.0
Minnesota,2023-07-11,15.888916,10.1785,21.0285,0.0
Minnesota,2023-07-12,16.182667,11.9785,20.6785,0.8
Minnesota,2023-07-13,18.176413,12.8285,25.2785,1.6
Minnesota,2023-07-14,20.5535,16.078499,26.5285,0.9
Minnesota,2023-07-15,18.295164,14.278501,23.5285,0.3
Minnesota,2023-07-16,16.353498,13.4285,19.078499,0.8000001
Minnesota,2023-07-17,15.968082,11.528501,20.5285,0.3
Minnesota,2023-07-18,18.041,11.778501,25.0285,0.0
Minnesota,2023-07-19,20.984747,15.9285,26.3785,7.1
Minnesota,2023-07-20,18.978498,14.8285,23.9285,1.5000001
Minnesota,2023-07-21,20.045164,14.3285,25.078499,0.0
Minnesota,2023-07-22,19.68683,15.3785,25.4285,6.3999996
Minnesota,2023-07-23,21.40975,15.5785,27.578499,0.1
Minnesota,2023-07-24,22.15558,15.778501,27.8785,1.3000002
Minnesota,2023-07-25,24.653502,18.3785,32.9285,0.0
Minnesota,2023-07-26,25.807665,19.9285,32.2285,1.5
Minnesota,2023-07-27,26.1035,20.6285,31.6285,0.0
Minnesota,2023-07-28,23.390999,18.2785,27.1785,0.0
Minnesota,2023-07-29,19.172249,14.3785,22.978498,0.1
Minnesota,2023-07-30,18.63058,12.6785,25.4285,0.0
Minnesota,2023-07-31,20.53475,14.2285,27.228498,0.0
Minnesota,2023-08-01,21.943085,16.978498,27.1785,1.3000001
Minnesota,2023-08-02,23.878496,19.2785,29.978498,1.3000001
Minnesota,2023-08-03,25.168083,18.7785,31.228498,0.90000004
Minnesota,2023-08-04,22.903498,17.4285,28.5285,0.0
Minnesota,2023-08-05,22.609747,17.728498,27.578499,0.0
Minnesota,2023-08-06,21.216,17.978498,25.3785,3.5000002
Minnesota,2023-08-07,19.905584,15.6285,24.6285,1.9000001
Minnesota,2023-08-08,20.509747,15.4785,26.5285,0.2
Minnesota,2023-08-09,18.688917,15.028501,24.1285,7.7
Minnesota,2023-08-10,17.776415,12.4785,23.578499,1.2
Minnesota,2023-08-11,19.284748,17.228498,23.8785,17.300003
Minnesota,2023-08-12,18.980583,14.528501,23.328499,3.7999997
Minnesota,2023-08-13,18.120165,13.4285,22.1285,0.3
Minnesota,2023-08-14,17.216,12.4285,22.728498,1.8
Minnesota,2023-08-15,19.85975,13.9285,28.3785,0.0
Minnesota,2023-08-16,22.561834,17.3785,28.828499,1.4
Minnesota,2023-08-17,18.197247,13.8785,21.6285,0.1
Minnesota,2023-08-18,18.665998,13.2285,26.5285,0.0
Minnesota,2023-08-19,23.801416,18.728498,32.078503,0.0
Minnesota,2023-08-20,19.982668,15.028501,29.2785,0.0
Minnesota,2023-08-21,18.08475,13.9785,24.8785,0.4
Minnesota,2023-08-22,23.638916,17.728498,35.7785,0.0
Minnesota,2023-08-23,22.87433,16.5285,29.078499,0.0
Minnesota,2023-08-24,24.113913,19.6285,29.328499,0.2
Minnesota,2023-08-25,22.40558,18.578499,26.8785,0.5
Minnesota,2023-08-26,18.245165,15.5785,22.3785,1.1000001
Minnesota,2023-08-27,16.845167,11.2285,23.8785,0.3
Minnesota,2023-08-28,20.545166,15.3285,26.978498,0.5
Minnesota,2023-08-29,19.980585,14.278501,25.4285,0.5
Minnesota,2023-08-30,19.066,13.528501,25.3785,0.0
Minnesota,2023-08-31,21.109747,16.4285,27.228498,0.2
Minnesota,2023-09-01,23.751413,18.8785,31.478498,0.0
Minnesota,2023-09-02,25.501413,19.328499,32.3785,0.0
Minnesota,2023-09-03,27.97225,22.828499,34.7785,0.0
Minnesota,2023-09-04,27.661829,22.7785,34.6785,0.0
Minnesota,2023-09-05,26.39725,21.578499,32.8785,5.2999997
Minnesota,2023-09-06,16.499332,14.6285,19.6285,3.4999995
Minnesota,2023-09-07,13.995167,9.278501,19.7785,0.0
Minnesota,2023-09-08,15.788917,10.2285,24.1785,0.0
Minnesota,2023-09-09,17.730581,13.778501,22.578499,1.2
Minnesota,2023-09-10,16.251415,11.528501,20.478498,0.0
Minnesota,2023-09-11,14.703498,11.1285,19.6285,4.2
Minnesota,2023-09-12,12.2785,9.4785,15.3285,1.2
Minnesota,2023-09-13,11.238917,6.2785,17.228498,0.0
Minnesota,2023-09-14,15.095166,10.0785,25.1785,4.5
Minnesota,2023-09-15,17.180582,14.0785,20.478498,0.4
Minnesota,2023-09-16,13.943084,10.3285,18.7785,0.2
Minnesota,2023-09-17,13.378501,8.1285,18.6285,0.1
Minnesota,2023-09-18,15.336834,10.1785,22.6285,0.0
Minnesota,2023-09-19,18.461834,14.3785,25.3785,0.4
Minnesota,2023-09-20,20.782665,16.078499,27.228498,0.0
Minnesota,2023-09-21,20.749332,15.528501,26.7785,0.4
Minnesota,2023-09-22,18.63058,14.778501,23.6785,4.3999996
Minnesota,2023-09-23,17.3535,15.4785,19.978498,2.2
Minnesota,2023-09-24,16.747252,15.1785,19.6785,22.300001
Minnesota,2023-09-25,15.201417,13.2285,18.3785,13.2
Minnesota,2023-09-26,16.232668,12.5785,20.1785,1.0
Minnesota,2023-09-27,14.649331,11.1285,19.5285,0.5
Minnesota,2023-09-28,15.924335,12.5785,20.6285,0.3
Minnesota,2023-09-29,17.445166,15.3285,21.328499,6.0999994
Minnesota,2023-09-30,18.070166,15.9285,21.9285,0.90000004
Minnesota,2023-10-01,21.324331,16.2785,29.6785,0.0
Minnesota,2023-10-02,24.5535,21.1285,28.578499,0.0
Minnesota,2023-10-03,23.340998,20.6285,27.0285,1.5
Minnesota,2023-10-04,16.199335,13.6785,22.478498,9.300003
Minnesota,2023-10-05,11.249333,9.8285,12.5785,2.6
Minnesota,2023-10-06,7.9347515,5.2785,10.778501,5.0
Minnesota,2023-10-07,5.8035007,3.1285,8.3785,0.1
Minnesota,2023-10-08,7.711834,4.0285,13.4285,0.0
Minnesota,2023-10-09,6.684751,2.9785,10.8285,0.0
Minnesota,2023-10-10,5.6576667,1.2785001,11.1785,0.0
Minnesota,2023-10-11,7.7785,6.0285,10.0785,0.0
Minnesota,2023-10-12,8.253501,4.2785,12.6785,0.1
Minnesota,2023-10-13,7.8055844,7.0785003,10.4285,9.5
Minnesota,2023-10-14,7.5305843,4.9785004,10.5785,0.90000004
Minnesota,2023-10-15,7.7868342,2.6285,13.9785,0.0
Minnesota,2023-10-16,8.357667,2.3785,14.4285,0.0
Minnesota,2023-10-17,8.976417,3.4285,15.978499,0.0
Minnesota,2023-10-18,10.466,8.6285,13.278501,13.299999
Minnesota,2023-10-19,10.322251,7.4285,14.3285,0.3
Minnesota,2023-10-20,10.613916,4.7285004,18.5285,0.2
Minnesota,2023-10-21,11.311833,8.4285,14.1785,1.5
Minnesota,2023-10-22,8.107667,3.3785,13.1285,0.0
Minnesota,2023-10-23,10.838918,8.4285,15.6785,5.2999997
Minnesota,2023-10-24,10.161834,9.1285,12.3785,0.2
Minnesota,2023-10-25,8.488917,6.0285,11.028501,0.0
Minnesota,2023-10-26,8.261834,7.4285,9.9285,5.0
Minnesota,2023-10-27,3.2909997,-0.8215,7.3285003,5.9999995
Minnesota,2023-10-28,-2.7360833,-5.6215,-0.1715,0.0
Minnesota,2023-10-29,-4.188167,-7.1714997,-0.1715,0.0
Minnesota,2023-10-30,-3.8485832,-6.6215,-0.4215,0.3
Minnesota,2023-10-31,-2.450667,-3.8215,-0.37150002,1.9000001
Minnesota,2023-11-01,-3.8798335,-7.0214996,1.9284999,0.1
Minnesota,2023-11-02,-1.4819165,-4.7215,3.4785,0.0
Minnesota,2023-11-03,0.78683347,-1.5215001,4.6785,0.0
Minnesota,2023-11-04,-1.9173331,-5.6215,3.7784998,0.0
Minnesota,2023-11-05,1.63475,-1.1715,6.7285004,0.1
Minnesota,2023-11-06,4.9014173,1.5285001,7.8285003,11.0
Minnesota,2023-11-07,1.6514168,0.0785,4.0785003,0.7
Minnesota,2023-11-08,4.3951664,1.6784999,9.8285,3.4
Minnesota,2023-11-09,2.0035,0.97849995,4.1285,0.70000005
Minnesota,2023-11-10,0.20349999,-0.8215,2.1785,0.3
Minnesota,2023-11-11,0.34099996,-1.2715001,3.0284998,0.0
Minnesota,2023-11-12,2.4764168,-1.4215,9.528501,0.7
Minnesota,2023-11-13,5.6826663,1.4284999,9.6285,0.0
Minnesota,2023-11-14,9.9785,5.1285,13.9285,0.0
Minnesota,2023-11-15,5.357666,-0.4715,11.4285,0.0
Minnesota,2023-11-16,8.232666,2.1285,14.6785,0.0
Minnesota,2023-11-17,-0.42566684,-3.8715,4.7785,0.0
Minnesota,2023-11-18,2.5264168,-0.8715,8.1285,0.0
Minnesota,2023-11-19,2.1660001,-0.7715,8.2285,0.0
Minnesota,2023-11-20,3.691,2.5284998,5.5785003,0.6
Minnesota,2023-11-21,2.0159998,-1.6215,4.1785,3.3
Minnesota,2023-11-22,-0.6715,-3.9715002,6.0285,0.0
Minnesota,2023-11-23,-5.6131663,-9.3715,0.97849995,0.0
Minnesota,2023-11-24,-8.292335,-11.3215,-2.5715,0.0
Minnesota,2023-11-25,-5.648583,-8.0215,-2.4215,0.1
Minnesota,2023-11-26,-4.6423326,-6.3715,-2.3215,0.3
Minnesota,2023-11-27,-11.144417,-13.9215,-6.9214997,0.0
Minnesota,2023-11-28,-9.675668,-14.1715,-0.1215,0.0
Minnesota,2023-11-29,-0.4735832,-3.3715,4.5285,0.0
Minnesota,2023-11-30,-0.5860834,-2.8715,0.5785,0.0
Minnesota,2023-12-01,-3.8881662,-6.9715,0.4785,0.0
Minnesota,2023-12-02,-3.571499,-5.3715,-0.1215,0.0
Minnesota,2023-12-03,-1.9110836,-3.9715002,1.1285,0.0
Minnesota,2023-12-04,-1.6819164,-3.9715002,0.9285,0.0
Minnesota,2023-12-05,-2.1985836,-4.4715,-0.22150001,0.3
Minnesota,2023-12-06,-0.75900006,-5.1714997,6.9785004,0.0
Minnesota,2023-12-07,1.5368334,-1.3215001,7.5785003,0.0
Minnesota,2023-12-08,2.5472503,0.9285,3.7285,0.0
Minnesota,2023-12-09,0.25141677,-3.9715002,3.3285,4.1
Minnesota,2023-12-10,-5.2381663,-6.2714996,-2.9715002,0.0
Minnesota,2023-12-11,-4.72775,-7.5715,-0.1715,0.0
Minnesota,2023-12-12,-5.4839997,-9.1715,-2.6715,0.0
Minnesota,2023-12-13,-3.613167,-7.4214997,2.4285,0.0
Minnesota,2023-12-14,1.6472502,-1.5715001,7.4285,0.0
Minnesota,2023-12-15,2.5535,0.5785,4.8285003,12.399999
Minnesota,2023-12-16,0.6576666,0.1285,1.7785001,9.0
Minnesota,2023-12-17,-0.69025,-2.8715,0.5785,1.0
Minnesota,2023-12-18,-8.452749,-14.5215,-0.5715,0.3
Minnesota,2023-12-19,-4.4360833,-10.0715,2.6785,0.0
Minnesota,2023-12-20,-1.8944169,-4.3715,1.8285,0.0
Minnesota,2023-12-21,-1.2381667,-3.4215,2.6285,0.0
Minnesota,2023-12-22,1.491,-0.0715,3.4785,0.2
Minnesota,2023-12-23,2.35975,1.4284999,4.4285,0.1
Minnesota,2023-12-24,5.218084,1.9784999,8.4785,21.499996
Minnesota,2023-12-25,0.45975003,-0.6715,1.6784999,11.5
Minnesota,2023-12-26,3.3743334,1.8785,3.9285,15.8
Minnesota,2023-12-27,0.6409999,-0.2715,2.4285,1.3000001
Minnesota,2023-12-28,-0.15275007,-1.9714999,2.3785,0.0
Minnesota,2023-12-29,-1.3673334,-4.5214996,3.5284998,0.0
Minnesota,2023-12-30,-3.1423337,-4.4715,-0.9715,0.3
Minnesota,2023-12-31,-5.009,-6.5715,-3.4215,0.1
Minnesota,2024-01-01,-6.094417,-9.4215,0.3285,0.0
Minnesota,2024-01-02,-1.8027502,-3.9715002,0.6285,0.0
Minnesota,2024-01-03,-3.5881665,-7.4214997,-0.5715,0.0
Minnesota,2024-01-04,-9.100666,-11.6715,-5.0214996,0.0
Minnesota,2024-01-05,-3.9506662,-8.6715,-0.7715,0.0
Minnesota,2024-01-06,-1.9506668,-3.6215,-1.0715001,4.2000003
Minnesota,2024-01-07,-9.138166,-11.721499,-4.3215,0.5
Minnesota,2024-01-08,-9.858999,-11.6715,-6.4715,1.5
Minnesota,2024-01-09,-7.304833,-9.3715,-5.6215,1.8
Minnesota,2024-01-10,-8.377749,-11.4215,-4.0715,0.5
Minnesota,2024-01-11,-11.702748,-17.021502,-6.7714996,0.70000005
Minnesota,2024-01-12,-18.840248,-23.8715,-13.3715,0.0
Minnesota,2024-01-13,-16.342335,-18.6215,-14.221499,1.9000003
Minnesota,2024-01-14,-22.74025,-25.1215,-19.0715,0.1
Minnesota,2024-01-15,-22.556917,-24.671501,-21.0715,0.0
Minnesota,2024-01-16,-19.917336,-22.671501,-15.721499,0.0
Minnesota,2024-01-17,-17.094418,-20.771502,-15.1715,0.0
